id,date,title,version,description,author,contributor,creator,github-link,zenodo-link,doi,doi-related,communities,rights,source,subject,type,file-links,file-types,file-checksums,json-downloaded
oai:zenodo.org:5526292,2021-09-24,dictionaria/daakaka: Daakaka Dictionary,v1.3,"von Prince, Kilu. 2017. Daakaka dictionary. Dictionaria 1. 1-2167 (Available online at https://dictionaria.clld.org/contributions/daakaka)",,,Kilu von Prince,url:https://github.com/dictionaria/daakaka/tree/v1.3,https://zenodo.org/record/5526292,10.5281/zenodo.5526292,doi:10.5281/zenodo.3067380,openaire_data\tuser-cldf-datasets\tuser-clld\tuser-dictionaria,info:eu-repo/semantics/openAccess\thttps://creativecommons.org/licenses/by/4.0/legalcode,,cldf:Dictionary\tlinguistics,info:eu-repo/semantics/other\tdataset,https://zenodo.org/api/files/e98de5ec-7a33-4bf8-8e71-93e38c42cd65/dictionaria/daakaka-v1.3.zip,zip,md5:26c0c92514f86aa43f21d83f6a42e151,y
oai:zenodo.org:5526305,2021-09-24,dictionaria/diidxaza: La Ventosa Diidxazá Lexico-Botanical Dictionary,v1.2,"Pérez Báez, Gabriela and Kaufman, Terrence. 2018. La Ventosa Diidxazá Lexico-Botanical Dictionary. Dictionaria 5. 1-952 (Available online at https://dictionaria.clld.org/contributions/diidxaza)",,,Gabriela Pérez Báez\tTerrence Kaufman,url:https://github.com/dictionaria/diidxaza/tree/v1.2,https://zenodo.org/record/5526305,10.5281/zenodo.5526305,doi:10.5281/zenodo.3451856,openaire_data\tuser-cldf-datasets\tuser-clld\tuser-dictionaria,info:eu-repo/semantics/openAccess\thttps://creativecommons.org/licenses/by/4.0/legalcode,,cldf:Dictionary\tlinguistics,info:eu-repo/semantics/other\tdataset,https://zenodo.org/api/files/c8bccdeb-a2de-4778-b98f-808908f0dd01/dictionaria/diidxaza-v1.2.zip,zip,md5:0eda085cf74bcb80275c5841f388af89,y
oai:zenodo.org:5526318,2021-09-24,dictionaria/guarayu: Guarayu. A revised dictionary by Alfred Hoeller,v1.2,"Danielsen, Swintha and Sell, Lena and Terhart, Lena. 2019. Guarayu. A revised dictionary by Alfred Hoeller. Dictionaria 7. 1-3590 (Available online at https://dictionaria.clld.org/contributions/guarayu)",,,Swintha Danielsen\tLena Sell\tLena Terhart,url:https://github.com/dictionaria/guarayu/tree/v1.2,https://zenodo.org/record/5526318,10.5281/zenodo.5526318,doi:10.5281/zenodo.3340717,openaire_data\tuser-cldf-datasets\tuser-clld\tuser-dictionaria,info:eu-repo/semantics/openAccess\thttps://creativecommons.org/licenses/by/4.0/legalcode,,cldf:Dictionary\tlinguistics,info:eu-repo/semantics/other\tdataset,https://zenodo.org/api/files/7b2312de-be17-4037-ac0a-01463d48ceec/dictionaria/guarayu-v1.2.zip,zip,md5:1a36daebfd209dc7057bfb5383f2c422,y
oai:zenodo.org:5526333,2021-09-24,dictionaria/hdi: Hdi Dictionary,v1.3,"Frajzyngier, Zygmunt and Eguchi, Paul and Prafé, Roger and Schwabauer, Megan (with Erin Shay, Henry Tourneux). 2017. Hdi dictionary. Dictionaria 2. 1-1681. DOI: 10.5281/zenodo.3067648 (Available online at https://dictionaria.clld.org/contributions/hdi)",,,Zygmunt Frajzyngier\tPaul Eguchi\tRoger Prafé\tMegan Schwabauer\tErin Shay\tHenry Tourneux,url:https://github.com/dictionaria/hdi/tree/v1.3,https://zenodo.org/record/5526333,10.5281/zenodo.5526333,doi:10.5281/zenodo.3067648,openaire_data\tuser-cldf-datasets\tuser-clld\tuser-dictionaria,info:eu-repo/semantics/openAccess\thttps://creativecommons.org/licenses/by/4.0/legalcode,,cldf:Dictionary\tlinguistics,info:eu-repo/semantics/other\tdataset,https://zenodo.org/api/files/fbde995d-fe8c-4295-b110-4bd6cca4bb49/dictionaria/hdi-v1.3.zip,zip,md5:015178c812a99fe9fe50f5fd928a1800,y
oai:zenodo.org:5526353,2021-09-24,dictionaria/iquito: Iquito dictionary,v1.1,"Michael, Lev and Beier, Christine. 2021. Iquito dictionary. Dictionaria 14. 1-4128. (Available online at https://dictionaria.clld.org/contributions/iquito, Accessed on 2021-09-24.)",,,Lev Michael\tChristine Beier,url:https://github.com/dictionaria/iquito/tree/v1.1,https://zenodo.org/record/5526353,10.5281/zenodo.5526353,doi:10.5281/zenodo.4676275,openaire_data\tuser-cldf-datasets\tuser-clld\tuser-dictionaria,info:eu-repo/semantics/openAccess\thttps://creativecommons.org/licenses/by/4.0/legalcode,,cldf:Dictionary\tlinguistics,info:eu-repo/semantics/other\tdataset,https://zenodo.org/api/files/dac69975-d63a-43b6-a1dd-b572c9c3a5bc/dictionaria/iquito-v1.1.zip,zip,md5:edf9d45c973ea9fcea5f3ce9fde96262,y
oai:zenodo.org:5526419,2021-09-24,dictionaria/kalamang: Kalamang dictionary,v1.2,"Visser, Eline. 2020. Kalamang dictionary. Dictionaria 13. 1-2737 (Available online at http://dictionaria.clld.org/contributions/kalamang)",,,Eline Visser,url:https://github.com/dictionaria/kalamang/tree/v1.2,https://zenodo.org/record/5526419,10.5281/zenodo.5526419,doi:10.5281/zenodo.4297473,openaire_data\tuser-cldf-datasets\tuser-clld\tuser-dictionaria,info:eu-repo/semantics/openAccess\thttps://creativecommons.org/licenses/by/4.0/legalcode,,cldf:Dictionary\tlinguistics,info:eu-repo/semantics/other\tdataset,https://zenodo.org/api/files/a01f4f33-2aa3-4a84-97d6-777f6d21ca28/dictionaria/kalamang-v1.2.zip,zip,md5:13b66094f037135b4085f299a90193ff,y
oai:zenodo.org:5526447,2021-09-24,dictionaria/medialengua: Media Lengua dictionary,v1.2,"Visser, Eline. 2020. Kalamang dictionary. Dictionaria 13. 1-2737 (Available online at http://dictionaria.clld.org/contributions/kalamang)",,,Jesse Stewart\tGabriela Prado Ayala\tLucia Gonza Inlago,url:https://github.com/dictionaria/medialengua/tree/v1.2,https://zenodo.org/record/5526447,10.5281/zenodo.5526447,doi:10.5281/zenodo.4147098,openaire_data\tuser-cldf-datasets\tuser-clld\tuser-dictionaria,info:eu-repo/semantics/openAccess\thttps://creativecommons.org/licenses/by/4.0/legalcode,,cldf:Dictionary\tlinguistics,info:eu-repo/semantics/other\tdataset,https://zenodo.org/api/files/dcb05ee1-5abc-4c2c-8eb0-79311a95f8fc/dictionaria/medialengua-v1.2.zip,zip,md5:35bd51f5ff43ad17518a9dbad6f6285f,y
oai:zenodo.org:5526459,2021-09-24,dictionaria/nen: Nen Dictionary,v1.3,"Evans, Nicholas. 2019. Nen dictionary. Dictionaria 8. 1-5005 (Available online at https://dictionaria.clld.org/contributions/nen)",,,Nicholas Evans,url:https://github.com/dictionaria/nen/tree/v1.3,https://zenodo.org/record/5526459,10.5281/zenodo.5526459,doi:10.5281/zenodo.3345804,openaire_data\tuser-cldf-datasets\tuser-clld\tuser-dictionaria,info:eu-repo/semantics/openAccess\thttps://creativecommons.org/licenses/by/4.0/legalcode,,cldf:Dictionary\tlinguistics,info:eu-repo/semantics/other\tdataset,https://zenodo.org/api/files/22c1d776-0f45-47de-a0b8-e492d6f28242/dictionaria/nen-v1.3.zip,zip,md5:95d24c97ebe47a04dc5ef293002540cf,y
oai:zenodo.org:5526477,2021-09-24,dictionaria/palula: Palula dictionary,v1.2,"Liljegren, Henrik. 2019. Palula dictionary. Dictionaria 3. 1-2700 (Available online at https://dictionaria.clld.org/contributions/palula)",,,Henrik Liljegren,url:https://github.com/dictionaria/palula/tree/v1.2,https://zenodo.org/record/5526477,10.5281/zenodo.5526477,doi:10.5281/zenodo.3066951,openaire_data\tuser-cldf-datasets\tuser-clld\tuser-dictionaria,info:eu-repo/semantics/openAccess\thttps://creativecommons.org/licenses/by/4.0/legalcode,,cldf:Dictionary\tlinguistics,info:eu-repo/semantics/other\tdataset,https://zenodo.org/api/files/05a72e2f-0eee-48b7-8b13-3937cfc80474/dictionaria/palula-v1.2.zip,zip,md5:34e7df2705ab5105c049739e84b1fac4,y
oai:zenodo.org:5526509,2021-09-24,dictionaria/sanzhi: Sanzhi Dargwa dictionary,v1.2,"Forker, Diana. 2019. Sanzhi Dargwa dictionary. Dictionaria 5. 1-5533. (Available online at https://dictionaria.clld.org/contributions/sanzhi, Accessed on 2021-02-08.)",,,Diana Forker,url:https://github.com/dictionaria/sanzhi/tree/v1.2,https://zenodo.org/record/5526509,10.5281/zenodo.5526509,doi:10.5281/zenodo.3257633,openaire_data\tuser-cldf-datasets\tuser-clld\tuser-dictionaria,info:eu-repo/semantics/openAccess\thttps://creativecommons.org/licenses/by/4.0/legalcode,,cldf:Dictionary\tlinguistics,info:eu-repo/semantics/other\tdataset,https://zenodo.org/api/files/da145b05-91dd-408c-9495-3565c9695c05/dictionaria/sanzhi-v1.2.zip,zip,md5:ced996b9107d4fe6d95731b574bb7d79,y
oai:zenodo.org:5526518,2021-09-24,dictionaria/sidaama: Sidaama dictionary,v1.2,"Yri, Kjell Magne and Pepper, Steve. 2019. Sidaama dictionary. Dictionaria 6. 1-3578 (Available online at https://dictionaria.clld.org/contributions/sidaama)",,,Kjell Magne Yri\tSteve Pepper,url:https://github.com/dictionaria/sidaama/tree/v1.2,https://zenodo.org/record/5526518,10.5281/zenodo.5526518,doi:10.5281/zenodo.3338362,openaire_data\tuser-cldf-datasets\tuser-clld\tuser-dictionaria,info:eu-repo/semantics/openAccess\thttps://creativecommons.org/licenses/by/4.0/legalcode,,cldf:Dictionary\tlinguistics,info:eu-repo/semantics/other\tdataset,https://zenodo.org/api/files/d00fd911-8ace-4b36-82f1-fc6169467595/dictionaria/sidaama-v1.2.zip,zip,md5:f6da3db9d444f2b2a031508813cddd39,y
oai:zenodo.org:5526528,2021-09-24,dictionaria/teop: A multifunctional Teop-English dictionary,v1.2,"Mosel, Ulrike. 2019. A multifunctional Teop-English dictionary.  Dictionaria 4. 1-6488. (Available online at https://dictionaria.clld.org/contributions/teop, Accessed on 2021-02-08.)",,,Ulrike Mosel,url:https://github.com/dictionaria/teop/tree/v1.2,https://zenodo.org/record/5526528,10.5281/zenodo.5526528,doi:10.5281/zenodo.3257579,openaire_data\tuser-cldf-datasets\tuser-clld\tuser-dictionaria,info:eu-repo/semantics/openAccess\thttps://creativecommons.org/licenses/by/4.0/legalcode,,cldf:Dictionary\tlinguistics,info:eu-repo/semantics/other\tdataset,https://zenodo.org/api/files/17b64687-3296-4775-bcb6-76fdbf77fd11/dictionaria/teop-v1.2.zip,zip,md5:d507e19cec7ff0fbeae18c32a8a081fd,y
oai:zenodo.org:5526550,2021-09-24,dictionaria/tseltal: Tseltal-Spanish multidialectal dictionary,v1.2,"Polian, Gilles. 2020. Tseltal-Spanish multidialectal dictionary. Dictionaria 10. 1-8109 (Available online at https://dictionaria.clld.org/contributions/tseltal)",,,Gilles Polian,url:https://github.com/dictionaria/tseltal/tree/v1.2,https://zenodo.org/record/5526550,10.5281/zenodo.5526550,doi:10.5281/zenodo.3660890,openaire_data\tuser-cldf-datasets\tuser-clld\tuser-dictionaria,info:eu-repo/semantics/openAccess\thttps://creativecommons.org/licenses/by/4.0/legalcode,,cldf:Dictionary\tlinguistics,info:eu-repo/semantics/other\tdataset,https://zenodo.org/api/files/ed8ce2cd-505a-45f9-bbf6-d62d61cc9763/dictionaria/tseltal-v1.2.zip,zip,md5:49e34bcc0e5b02822dac8cf04acf0ea8,y
oai:zenodo.org:5526568,2021-09-24,dictionaria/wersing: Wersing dictionary,v1.2,"Schapper, Antoinette. 2020. Wersing dictionary. Dictionaria 11. 1-1430 (Available online at https://dictionaria.clld.org/contributions/wersing)",,,Antoinette Schapper,url:https://github.com/dictionaria/wersing/tree/v1.2,https://zenodo.org/record/5526568,10.5281/zenodo.5526568,doi:10.5281/zenodo.4139454,openaire_data\tuser-cldf-datasets\tuser-clld\tuser-dictionaria,info:eu-repo/semantics/openAccess\thttps://creativecommons.org/licenses/by/4.0/legalcode,,cldf:Dictionary\tlinguistics,info:eu-repo/semantics/other\tdataset,https://zenodo.org/api/files/0d8d1d87-8f35-4dbd-8899-a8976d24357e/dictionaria/wersing-v1.2.zip,zip,md5:f4da3db8ee294463b523bdcada9f20ca,y
oai:zenodo.org:5653063,2021-11-08,dictionaria/teanu: Teanu dictionary (Solomon Islands),v1.0,"François, Alexandre. 2021. Teanu dictionary (Solomon Islands). Dictionaria 15. 1-1877. (Available online at https://dictionaria.clld.org/contributions/teanu)",,,Alexandre François,url:https://github.com/dictionaria/teanu/tree/v1.0,https://zenodo.org/record/5653063,10.5281/zenodo.5653063,doi:10.5281/zenodo.5653062,openaire_data\tuser-cldf-datasets\tuser-clld\tuser-dictionaria,info:eu-repo/semantics/openAccess\thttps://creativecommons.org/licenses/by/4.0/legalcode,,cldf:Dictionary\tlinguistics,info:eu-repo/semantics/other\tdataset,https://zenodo.org/api/files/244f5c66-fe4e-4f89-87a5-2aba2fbe6da4/dictionaria/teanu-v1.0.zip,zip,md5:414f0a9b88f0c21d6c0067de360b64aa,y
