ID,Name,Description,Contributor,Citation,Version,Creators,Contributors,DOI,Concept_DOI,Concept_ID,Date_Created,Date_Updated,Communities,License,Zenodo_Link,Zenodo_ID,Zenodo_Keywords,Zenodo_Type,GitHub_Link
14024635,dictionaria/diidxaza: La Ventosa Diidxazá Lexico-Botanical Dictionary,"Pérez Báez, Gabriela and Kaufman, Terrence. 2018. La Ventosa Diidxazá Lexico-Botanical Dictionary. Dictionaria 5. 1-952 (Available online at https://dictionaria.clld.org/contributions/diidxaza)",,,v1.3,Gabriela Pérez Báez ; Terrence Kaufman,,10.5281/zenodo.14024635,10.5281/zenodo.3451856,3451856,2024-11-01T11:29:39.836894+00:00,2024-11-01T11:29:40.085051+00:00,clld;cldf-datasets;dictionaria,cc-by-4.0,https://zenodo.org/records/14024635,14024635,cldf:Dictionary;linguistics,dataset,https://github.com/dictionaria/diidxaza/tree/v1.3
14001762,"CLDF dataset derived from Lai and List's ""Comparison of Rgyalrongic Languages"" from 2023","<p>Cite the source of the dataset as:</p>

<blockquote>
<p>Lai, Yunfan and List, Johann-Mattis (2023): Lexical Data for the Historical Comparison of Rgyalrongic Languages [Dataset, Version 1.0]. Leipzig: Max Planck Institute for Evolutionary Anthropology.</p>
</blockquote>",,,v0.4,Yunfan Lai ; Johann-Mattis List,Johann-Mattis List,10.5281/zenodo.14001762,10.5281/zenodo.7866795,7866795,2024-10-28T12:24:16.178089+00:00,2024-10-28T12:24:16.325814+00:00,eu;lexibank,cc-by-4.0,https://zenodo.org/records/14001762,14001762,cldf:Wordlist;linguistics,dataset,https://github.com/lexibank/lairgyalrong/tree/v0.4
14001750,"CLDF dataset derived from the Johansson et al.'s ""The typology of sound symbolism"" from 2020","<p>Cite the source of the dataset as:</p>

<blockquote>
<p>Erben Johansson, N., Anikin, A., Carling, G., &amp; Holmer, A. (2020). The typology of sound symbolism: Defining macro-concepts via their semantic and phonetic features, Linguistic Typology , 24(2), 253-310. doi: https://doi.org/10.1515/lingty-2020-2034</p>
</blockquote>",,,v1.3,Niklas Erben Johansson,Sacha Beniamine ; Kristina Pianykh ; Johann-Mattis List,10.5281/zenodo.14001750,10.5281/zenodo.5127130,5127130,2024-10-28T12:22:59.982683+00:00,2024-10-28T12:23:00.089396+00:00,lexibank,cc-by-4.0,https://zenodo.org/records/14001750,14001750,cldf:Wordlist;linguistics,dataset,https://github.com/lexibank/johanssonsoundsymbolic/tree/v1.3
14001737,"CLDF dataset derived from the Johansson et al.'s ""The typology of sound symbolism"" from 2020","<p>Cite the source of the dataset as:</p>

<blockquote>
<p>Erben Johansson, N., Anikin, A., Carling, G., &amp; Holmer, A. (2020). The typology of sound symbolism: Defining macro-concepts via their semantic and phonetic features, Linguistic Typology , 24(2), 253-310. doi: https://doi.org/10.1515/lingty-2020-2034</p>
</blockquote>",,,v1.2,Niklas Erben Johansson,Sacha Beniamine ; Kristina Pianykh ; Johann-Mattis List,10.5281/zenodo.14001737,10.5281/zenodo.5127130,5127130,2024-10-28T12:22:05.437446+00:00,2024-10-28T12:22:05.545317+00:00,lexibank,cc-by-4.0,https://zenodo.org/records/14001737,14001737,cldf:Wordlist;linguistics,dataset,https://github.com/lexibank/johanssonsoundsymbolic/tree/v1.2
14001726,"CLDF dataset underlying the study ""First steps towards the detection of contact layers in Bangime: a multi-disciplinary, computer-assisted approach"" from 2022","<p>Cite the source of the dataset as:</p>

<blockquote>
<p>Hantgan, Abbie and Babiker, Hiba and List, Johann-Mattis (2022): First steps towards the detection of contact layers in Bangime: a multi-disciplinary, computer-assisted approach [version 2; peer review: 2 approved]. Open Research Europe 2022, 2:10.</p>
</blockquote>",,,v1.2,Abbie Hantgan ; Hiba Babiker ; Johann-Mattis List,Johann-Mattis List,10.5281/zenodo.14001726,10.5281/zenodo.5751225,5751225,2024-10-28T12:19:58.474298+00:00,2024-10-28T12:19:58.616306+00:00,calc;digling;lexibank,cc-by-4.0,https://zenodo.org/records/14001726,14001726,cldf:Wordlist;linguistics,dataset,https://github.com/lexibank/baf2/tree/v1.2
14001610,"CLDF dataset accompanying Auderset et al.'s ""Subgrouping in a dialect continuum"" from 2023","<p>Cite the source of the dataset as:</p>

<blockquote>
<p>Auderset, Sandra, Simon J. Greenhill, Christian T. DiCanio, Eric W. Campbell. (2023) &quot;Subgrouping in a `dialect continuum&#x27;: A Bayesian phylogenetic analysis of the Mixtecan language family&quot;. Journal of Language Evolution 8 (1). 33–-63. DOI: https://doi.org/10.1093/jole/lzad004.</p>
</blockquote>",,,v0.4,Sandra Auderset ; Simon J. Greenhill,Johann-Mattis List ; Johannes English ; Christoph Rzymski ; Eric W. Campbell ; Christian T. DiCanio ; Simon J. Greenhill,10.5281/zenodo.14001610,10.5281/zenodo.7642970,7642970,2024-10-28T12:05:34.102004+00:00,2024-10-28T12:05:34.245893+00:00,lexibank,cc-by-4.0,https://zenodo.org/records/14001610,14001610,cldf:Wordlist;linguistics,dataset,https://github.com/lexibank/mixtecansubgrouping/tree/v0.4
13950591,The World Atlas of Language Structures Online,"<p>Cite the source of the dataset as:</p>

<blockquote>
<p>Dryer, Matthew S. &amp; Haspelmath, Martin (eds.) 2013. The World Atlas of Language Structures Online. Leipzig: Max Planck Institute for Evolutionary Anthropology. (Available online at https://wals.info)</p>
</blockquote>",,,v2020.4,Matthew Dryer ; Martin Haspelmath,Matthew Dryer ; Martin Haspelmath ; Robert Forkel,10.5281/zenodo.13950591,10.5281/zenodo.3606197,3606197,2024-10-18T09:56:32.981245+00:00,2024-10-18T09:56:33.685774+00:00,clld;cldf-datasets,cc-by-4.0,https://zenodo.org/records/13950591,13950591,cldf:StructureDataset;linguistics,dataset,https://github.com/cldf-datasets/wals/tree/v2020.4
13946786,The Catalogue of Endangered Languages as CLDF dataset,"<p>Cite the source of the dataset as:</p>

<blockquote>
<p>Catalogue of Endangered Languages. 2023. University of Hawaii at Manoa. http://www.endangeredlanguages.com</p>
</blockquote>",,,v2024.1,Lyle Campbell ; Gary Holton ; Anna Belew,Lyle Campbell ; Lyle Campbell ; Lyle Campbell ; Gary Holton ; Gary Holton ; Anna Belew ; Anna Belew ; Sean Simpson ; John Van Way ; Amy Brunett ; Jacob Collard ; Kristen Dunkinson ; Raina Heaton ; Uliana Kazagasheva ; Huiying Nala Lee ; Lwin Moe ; Eve Okura ; Kaori Ueki ; Brent Woo ; Willem F.H. Adelaar ; Greg Anderson ; I. Wayan Arka ; Habib Borjian ; Claire Bowern ; David Bradley ; Matthias Brenzinger ; Charles Häberl ; Alice C. Harris ; Juha Janhunen ; Brian Joseph ; Martin Maiden ; Bill Palmer ; Keren Rice ; David Solnit ; George Van Driem ; James Woodward ; Carolina Aragon ; Katie Butler ; Joelle Kirtley ; Stephanie Locke ; Colleen O'Brien ; Melody Ann Ross-Nathaniel ; Robert Forkel,10.5281/zenodo.13946786,10.5281/zenodo.7871166,7871166,2024-10-17T15:07:42.112682+00:00,2024-10-17T15:07:42.249890+00:00,cldf-datasets,cc-by-4.0,https://zenodo.org/records/13946786,13946786,cldf:StructureDataset;linguistics,dataset,https://github.com/cldf-datasets/elcat/tree/v2024.1
13913267,"CLDF dataset with data and supplements for Barlow ""Loss of colexification of 'hand' and 'five' in Austronesian languages""","CLDF dataset with data and supplements for Barlow ""Loss of colexification of 'hand' and 'five' in Austronesian languages""",,,v1.1,Russell Barlow ; Robert Forkel,,10.5281/zenodo.13913267,10.5281/zenodo.13889023,13889023,2024-10-10T14:05:28.940674+00:00,2024-10-10T14:05:29.105726+00:00,cldf-datasets,cc-by-4.0,https://zenodo.org/records/13913267,13913267,cldf:StructureDataset;linguistics,dataset,https://github.com/cldf-datasets/barlowhandandfive/tree/v1.1
13889024,CLDF dataset with data and supplements for Barlow 'Loss of colexification of 'hand' and 'five' in Austronesian languages',No description provided.,,,v1.0,Russell Barlow,Robert Forkel,10.5281/zenodo.13889024,10.5281/zenodo.13889023,13889023,2024-10-04T07:17:54.567516+00:00,2024-10-04T07:17:54.685495+00:00,cldf-datasets,cc-by-4.0,https://zenodo.org/records/13889024,13889024,cldf:StructureDataset;linguistics,dataset,https://github.com/cldf-datasets/barlowhandandfive/tree/v1.0
13868534,"CLDF dataset derived from Dhakal et al.'s ""South-Western Tibetic"" from 2024","<p>Cite the source of the dataset as:</p>

<blockquote>
<p>Dhakal, D. N., List, J.-M., Roberts, S. G.(2024) A Phylogenetic Study of South-Western Tibetic. Journal of Language Evolution. https://doi.org/10.1093/jole/lzae008</p>
</blockquote>",,,v1.0,Dubi Nanda Dhakal ; Johann-Mattis List ; Sean Roberts,,10.5281/zenodo.13868534,10.5281/zenodo.13868533,13868533,2024-10-01T11:58:25.510351+00:00,2024-10-01T11:58:25.636512+00:00,lexibank,cc-by-4.0,https://zenodo.org/records/13868534,13868534,cldf:Wordlist;linguistics,dataset,https://github.com/lexibank/dhakalsouthwesttibetic/tree/v1.0
13861321,"CLDF dataset derived from Haspelmath and Tadmor's ""World Loanword Database"" from 2009","<p>Cite the source of the dataset as:</p>

<blockquote>
<p>Haspelmath, Martin &amp; Tadmor, Uri (eds.) 2009. World Loanword Database. Leipzig: Max Planck Institute for Evolutionary Anthropology. (Available online at http://wold.clld.org)</p>
</blockquote>",,,v4.1,Martin Haspelmath ; Uri Tadmor,Tiago Tresoldi ; Robert Forkel ; Johann-Mattis List ; Natalia Morozova,10.5281/zenodo.13861321,10.5281/zenodo.1299889,1299889,2024-09-30T11:50:08.905383+00:00,2024-09-30T11:50:09.150723+00:00,lexibank,cc-by-4.0,https://zenodo.org/records/13861321,13861321,cldf:Wordlist;linguistics,dataset,https://github.com/lexibank/wold/tree/v4.1
13841415,"CLDF dataset derived from Gerardi and Reichert's ""The Tupí-Guaraní Language Family: A Phylogenetic Classification"" from 2021","<p>Cite the source of the dataset as:</p>

<blockquote>
<p>Ferraz Gerardi, Fabrício and Reichert, Stanislav (2021) The Tupí-Guaraní Language Family: A Phylogenetic Classification. Diachronica 38(2). 151--188. DOI: https://doi.org/10.1075/dia.18032.fer.</p>
</blockquote>",,,v2.1,"Ferraz Gerardi, F. ; Reichert, S.",Johann-Mattis List ; Tiago Tresoldi,10.5281/zenodo.13841415,10.5281/zenodo.4094079,4094079,2024-09-26T05:33:20.359270+00:00,2024-09-26T05:33:20.509399+00:00,lexibank,cc-by-4.0,https://zenodo.org/records/13841415,13841415,cldf:Wordlist;linguistics,dataset,https://github.com/lexibank/gerarditupi/tree/v2.1
13832130,"CLDF dataset accompanying List's ""Inference of Partial Colexifications"" from 2023 building on Key and Comrie's ""Intercontinental Dictionary Series"" from 2021","<p>Cite the source of the dataset as:</p>

<blockquote>
<p>List, J.-M. (2023): Inference of partial colexifications from multilingual wordlists. Frontiers in Psychology 14.1156540. 1-10.</p>
</blockquote>",,,v1.2,"Key, M. R ; Comrie, B.","Johann-Mattis List ; Key, M. R ; Comrie, B.",10.5281/zenodo.13832130,10.5281/zenodo.10404394,10404394,2024-09-24T08:03:39.847708+00:00,2024-09-24T08:03:40.441482+00:00,lexibank,cc-by-4.0,https://zenodo.org/records/13832130,13832130,cldf:Wordlist;linguistics,dataset,https://github.com/intercontinental-dictionary-series/idssegmented/tree/v1.2
13832124,"CLDF dataset derived from Kraft's ""Chadic Wordlists"" from 1981","<p>Cite the source of the dataset as:</p>

<blockquote>
<p>Kraft, Charles H. 1981. Chadic wordlists. Berlin: Dietrich Reimer.</p>
</blockquote>",,,v4.1,"Kraft, Charles H.",Tiago Tresoldi ; Johann-Mattis List ; Michael Cysouw ; Peter Bouda,10.5281/zenodo.13832124,10.5281/zenodo.1312959,1312959,2024-09-24T08:02:59.905105+00:00,2024-09-24T08:03:00.022621+00:00,lexibank,cc-by-4.0,https://zenodo.org/records/13832124,13832124,cldf:Wordlist;linguistics,dataset,https://github.com/lexibank/kraftchadic/tree/v4.1
13832119,"CLDF dataset derived from Bowern et al.'s ""Hunter - Gatherer Language Database"" from 2021","<p>Cite the source of the dataset as:</p>

<blockquote>
<p>Bowern, Claire, Patience Epps, Jane Hill, and Patrick McConvell. Hunter - Gatherer Language Database. https://huntergatherer.la.utexas.edu/ Accessed 2021-04-27.</p>
</blockquote>",,,v2.1,Claire Bowern ; Patience Epps ; Jane Hill ; Patrick McConvell,Robert Forkel ; Christoph Rzymski ; Johann-Mattis List ; Carlos Barrientos,10.5281/zenodo.13832119,10.5281/zenodo.5126740,5126740,2024-09-24T08:02:13.756767+00:00,2024-09-24T08:02:13.905352+00:00,lexibank,cc-by-4.0,https://zenodo.org/records/13832119,13832119,cldf:Wordlist;linguistics,dataset,https://github.com/lexibank/huntergatherer/tree/v2.1
13829628,"CLDF dataset derived from Kleinewillinghöfer's ""Bikwin-Jen Comparative Wordlist"" from 2015","<p>Cite the source of the dataset as:</p>

<blockquote>
<p>Kleinewillinghöfer, Ulrich (2015). Bikwin-Jen Group. https://www.blogs.uni-mainz.de/fb07-adamawa/adamawa-languages/bikwin-jen-group/. Accessed on: 2020-04-15.</p>
</blockquote>",,,v1.2,Ulrich Kleinewillinghöfer,Ulrich Kleinewillinghöfer ; Kristina-Pianykh ; Christoph Rzymski,10.5281/zenodo.13829628,10.5281/zenodo.5127403,5127403,2024-09-23T14:34:07.069056+00:00,2024-09-23T14:34:07.195077+00:00,lexibank,cc-by-4.0,https://zenodo.org/records/13829628,13829628,cldf:Wordlist;linguistics,dataset,https://github.com/lexibank/kleinewillinghoeferbikwinjen/tree/v1.2
13829625,"CLDF dataset derived from Othaniel's ""Jen Cluster Comparative Wordlist"" from 2017","<p>Cite the source of the dataset as:</p>

<blockquote>
<p>Othaniel, Nlabephee Kefas. 2017. A phonological comparative study of the Jen language cluster. (MA thesis, Jos: Theological College of Northern Nigeria; 1–83pp.)</p>
</blockquote>",,,v1.2,Nlabephee Kefas Othaniel,Nlabephee Kefas Othaniel ; Kristina-Pianykh ; Christoph Rzymski ; Johann-Mattis List,10.5281/zenodo.13829625,10.5281/zenodo.10404211,10404211,2024-09-23T14:33:48.800239+00:00,2024-09-23T14:33:48.929944+00:00,lexibank,cc-by-4.0,https://zenodo.org/records/13829625,13829625,cldf:Wordlist;linguistics,dataset,https://github.com/lexibank/othanieljen/tree/v1.2
13829541,"CLDF dataset derived from Bremer's ""Sociolinguistic Survey of Six Berta Speech Varieties in Ethiopia"" from 2016","<p>Cite the source of the dataset as:</p>

<blockquote>
<p>Bremer, Nate D. (2016): A Sociolinguistic Survey of Six Berta Speech Varieties in Ethiopia. SIL Electronic Survey Reports 2016-007. Dallas: SIL International.</p>
</blockquote>",,,v1.3,Nate D. Bremer,Christoph Rzymski ; Johann-Mattis List ; Kristina Pianykh,10.5281/zenodo.13829541,10.5281/zenodo.5126756,5126756,2024-09-23T14:16:14.993402+00:00,2024-09-23T14:16:15.159672+00:00,lexibank,cc-by-4.0,https://zenodo.org/records/13829541,13829541,cldf:Wordlist;linguistics,dataset,https://github.com/lexibank/bremerberta/tree/v1.3
13829479,"CLDF dataset derived from Duong et al.'s ""Language of the La Chí People"" from 2020","<p>Cite the source of the dataset as:</p>

<blockquote>
<p>Duong, Thu Hang and Nguyen, Thu Quynh and Nguyen, Van Loi (2021): The Language of the La Chí People in Bản Díu Commune, Xín Mần District, Hà Giang Province, Vietnam. In: Studies in the Anthropology of Language in Mainland Southeast Asia. Ed. by N. J. Enfield, Jack Sidnell, and Charles H. P. Zuckermann. University of Hawaii Press: Honolulu. 124-138</p>
</blockquote>",,,v1.2,"Duong, Thu Hang ; Nguyen, Thu Quynh ; Nguyen, Van Loi",Johann-Mattis List ; Kristina Pianykh,10.5281/zenodo.13829479,10.5281/zenodo.5121662,5121662,2024-09-23T14:06:50.325979+00:00,2024-09-23T14:06:50.528228+00:00,lexibank,cc-by-4.0,https://zenodo.org/records/13829479,13829479,cldf:Wordlist;linguistics,dataset,https://github.com/lexibank/duonglachi/tree/v1.2
13766733,"CLDF dataset derived from Barlow's ""Numerals of the Pacific"" from 2024","<p>Cite the source of the dataset as:</p>

<blockquote>
<p>Barlow, Russell (ed.). 2024. Numerals of the Pacific: A collection of numeral terms in Austronesian and Papuan languages.</p>
</blockquote>",,,v1.6,Russell Barlow,Christoph Rzymski,10.5281/zenodo.13766733,10.5281/zenodo.5596346,5596346,2024-09-16T06:37:39.464224+00:00,2024-09-16T06:37:39.638174+00:00,lexibank,cc-by-4.0,https://zenodo.org/records/13766733,13766733,cldf:Wordlist;linguistics,dataset,https://github.com/numeralbank/barlowpacific/tree/v1.6
13684237,"CLDF dataset accompanying Brid et al.'s ""Comparative Wordlist for the Languages of the Gran Chaco Area"" from 2022","<p>Cite the source of the dataset as:</p>

<blockquote>
<p>Brid, Nicolás, Cristina Messineo, and Johann-Mattis List (2022): A Comparative Wordlist for the Languages of the Gran Chaco Area. Leipzig: Max Planck Institute for Evolutionary Anthropology.</p>
</blockquote>",,,v0.3,Nicolás Brid ; Cristina Messineo,Johann-Mattis List,10.5281/zenodo.13684237,10.5281/zenodo.6656483,6656483,2024-09-04T13:24:20.974731+00:00,2024-09-04T13:24:21.135664+00:00,lexibank;calc;digling;eu,cc-by-4.0,https://zenodo.org/records/13684237,13684237,cldf:Wordlist;linguistics,dataset,https://github.com/lexibank/chacolanguages/tree/v0.3
13606202,Negative existentials: A cross-linguistic study,Negative existentials: A cross-linguistic study,,,v1.0,Ljuba Veselinova,Robert Forkel ; Johannes Englisch ; Martin Haspelmath,10.5281/zenodo.13606202,10.5281/zenodo.13606201,13606201,2024-08-30T11:28:15.354933+00:00,2024-08-30T11:28:15.551523+00:00,crossgram,cc-by-4.0,https://zenodo.org/records/13606202,13606202,cldf:StructureDataset;linguistics,dataset,https://github.com/cldf-datasets/veselinovanegex/tree/v1.0
13605939,The 'give' event in Papuan languages,The 'give' event in Papuan languages,,,v1.0,Gerard P. Reesink,Johannes Englisch ; Martin Haspelmath,10.5281/zenodo.13605939,10.5281/zenodo.13605938,13605938,2024-08-30T11:25:14.327676+00:00,2024-08-30T11:25:14.812956+00:00,crossgram,cc-by-4.0,https://zenodo.org/records/13605939,13605939,cldf:StructureDataset;linguistics,dataset,https://github.com/cldf-datasets/reesinkgive/tree/v1.0
13605418,CLDF version for Nichols 1992: Linguistic diversity in space and time,CLDF version for Nichols 1992: Linguistic Diversity in Space and Time,,,v1.0,Johanna Nichols,Johannes Englisch ; Martin Haspelmath,10.5281/zenodo.13605418,10.5281/zenodo.13605417,13605417,2024-08-30T11:18:00.243169+00:00,2024-08-30T11:18:00.383953+00:00,crossgram,cc-by-4.0,https://zenodo.org/records/13605418,13605418,cldf:StructureDataset;linguistics,dataset,https://github.com/cldf-datasets/nicholsdiversity/tree/v1.0
13604622,Ditransitive constructions,Ditransitive Constructions,,,v1.0,Andrej Malchukov ; Martin Haspelmath,Johannes Englisch,10.5281/zenodo.13604622,10.5281/zenodo.13604621,13604621,2024-08-30T11:08:44.528772+00:00,2024-08-30T11:08:44.683871+00:00,crossgram,cc-by-4.0,https://zenodo.org/records/13604622,13604622,cldf:StructureDataset;linguistics,dataset,https://github.com/cldf-datasets/malchukovditransitives/tree/v1.0
13604170,Estimative constructions in crosslinguistic perspective,CLDF version of Guillaume Jacques' dataset 'Estimative constructions in crosslinguistic perspective',,,v1.0,Guillaume Jacques,Johannes Englisch ; Martin Haspelmath,10.5281/zenodo.13604170,10.5281/zenodo.13604169,13604169,2024-08-30T11:02:01.260382+00:00,2024-08-30T11:02:01.425661+00:00,crossgram,cc-by-4.0,https://zenodo.org/records/13604170,13604170,cldf:StructureDataset;linguistics,dataset,https://github.com/cldf-datasets/jacquesestimative/tree/v1.0
13603759,The classification of names,"<p>Cite the source of the dataset as:</p>

<blockquote>
<p>Handschuh, C. (2019). The classification of names, STUF - Language Typology and Universals, 72(4), 539-572. doi: https://doi.org/10.1515/stuf-2019-0021</p>
</blockquote>",,,v1.0,Corinna Handschuh,Robert Forkel ; Johannes Englisch ; Martin Haspelmath,10.5281/zenodo.13603759,10.5281/zenodo.13603758,13603758,2024-08-30T10:56:25.896657+00:00,2024-08-30T10:56:26.082505+00:00,crossgram,cc-by-4.0,https://zenodo.org/records/13603759,13603759,cldf:StructureDataset;linguistics,dataset,https://github.com/cldf-datasets/handschuhnames/tree/v1.0
13602851,Typological Database of Intensifiers and Reflexives,Typological Database of Intensifiers and Reflexives,,,v1.0,Volker Gast ; Daniel Hole ; Ekkehard König ; Peter Siemund ; Stephan Töpper,Johannes Englisch ; Martin Haspelmath,10.5281/zenodo.13602851,10.5281/zenodo.13602850,13602850,2024-08-30T10:44:37.663007+00:00,2024-08-30T10:44:37.867091+00:00,crossgram,cc-by-4.0,https://zenodo.org/records/13602851,13602851,cldf:StructureDataset;linguistics,dataset,https://github.com/cldf-datasets/gasttdir/tree/v1.0
13602342,"On the order of demonstrative, numeral, adjective, and noun","<p>Cite the source of the dataset as:</p>

<blockquote>
<p>Dryer, M.S. (2018). On the order of demonstrative, numeral, adjective, and noun. Language 94(4), 798-833. doi:10.1353/lan.2018.0054.</p>
</blockquote>",,,v1.1,Matthew Dryer,Robert Forkel ; Johannes Englisch ; Martin Haspelmath,10.5281/zenodo.13602342,10.5281/zenodo.3696843,3696843,2024-08-30T10:39:14.343405+00:00,2024-08-30T10:39:14.473889+00:00,cldf-datasets,cc-by-4.0,https://zenodo.org/records/13602342,13602342,cldf:StructureDataset;linguistics,dataset,https://github.com/cldf-datasets/dryerorder/tree/v1.1
13601677,Austronesian and Papuan numeral systems,"<p>Cite the CLDF dataset as</p>
<p>Cite the source dataset as</p>
<blockquote>
<p>Barlow, Russell. 2023. Papuan-Austronesian contact and the spread of numeral systems in Melanesia. Diachronica 40(3). 287–340. (doi:10.1075/dia.22005.bar)</p>
</blockquote>",,,v1.0,Russell Barlow,Johannes Englisch ; Martin Haspelmath,10.5281/zenodo.13601677,10.5281/zenodo.13601676,13601676,2024-08-30T10:30:20.632444+00:00,2024-08-30T10:30:20.792785+00:00,crossgram,cc-by-4.0,https://zenodo.org/records/13601677,13601677,cldf:StructureDataset;linguistics,dataset,https://github.com/cldf-datasets/barlownumeralsystems/tree/v1.0
13601189,"CLDF dataset derived from Auderset's ""Interrogatives as relativization markers in Indo-European"" from 2020",<p>Cite the source of the dataset as:</p> ...,,,v1.1,Sandra Auderset,Christoph Rzymski ; Johannes Englisch ; Martin Haspelmath,10.5281/zenodo.13601189,10.5281/zenodo.4071138,4071138,2024-08-30T10:25:00.744564+00:00,2024-08-30T10:25:00.943451+00:00,cldf-datasets,cc-by-4.0,https://zenodo.org/records/13601189,13601189,cldf:StructureDataset;linguistics,dataset,https://github.com/cldf-datasets/audersetinterrog/tree/v1.1
10609476,"CLDF dataset accompanying Nieder and List's ""Assessment of Mutual Intelligibility"" from 2024","<p>Dataset contains cognate sets from Kluge's etymological dictionary used in the following study:</p>
<blockquote>
<p>Nieder, J. and List, J.-M. (2024): A Computational Model for the Assessment of Mutual Intelligibility Among Closely Related Languages. In: Proceedings of the 6th Workshop on Research in Computational Linguistic Typology and Multilingual NLP (SIGTYP 2024)</p>
</blockquote>",,,0.1,"List, Johann-Mattis","List, Johann-Mattis",10.5281/zenodo.10609476,10.5281/zenodo.10609475,10609475,2024-08-15T13:40:02.407548+00:00,2024-08-15T13:40:02.630405+00:00,lexibank,cc-by-4.0,https://zenodo.org/records/10609476,10609476,,dataset,
13326769,D-PLACE aggregated dataset,"<p>Cite the source of the dataset as:</p>

<blockquote>
<p>Kathryn R. Kirby, Russell D. Gray, Simon J. Greenhill, Fiona M. Jordan, Stephanie Gomes-Ng, Hans-Jörg Bibiko, Damián E. Blasi, Carlos A. Botero, Claire Bowern, Carol R. Ember, Dan Leehr, Bobbi S. Low, Joe McCarter, William Divale, and Michael C. Gavin. (2016). D-PLACE: A Global Database of Cultural, Linguistic and Environmental Diversity. PLoS ONE, 11(7): e0158391. doi:10.1371/journal.pone.0158391.</p>
</blockquote>",,,v3.1.1,Kathryn R. Kirby ; Russell D. Gray ; Simon J. Greenhill ; Fiona M. Jordan ; Stephanie Gomes-Ng ; Hans-Jörg Bibiko ; Damián E. Blasi ; Carlos A. Botero ; Claire Bowern ; Carol R. Ember ; Dan Leehr ; Bobbi S. Low ; Joe McCarter ; William Divale ; Michael C. Gavin ; Václav Hrnčíř,Robert Forkel,10.5281/zenodo.13326769,10.5281/zenodo.3935419,3935419,2024-08-15T13:04:48.055667+00:00,2024-08-15T13:04:48.157024+00:00,dplace;cldf-datasets,cc-by-nc-4.0,https://zenodo.org/records/13326769,13326769,cldf:StructureDataset;linguistics,dataset,https://github.com/D-PLACE/dplace-cldf/tree/v3.1.1
13326318,D-PLACE aggregated dataset,"<p>Cite the source of the dataset as:</p>

<blockquote>
<p>Kathryn R. Kirby, Russell D. Gray, Simon J. Greenhill, Fiona M. Jordan, Stephanie Gomes-Ng, Hans-Jörg Bibiko, Damián E. Blasi, Carlos A. Botero, Claire Bowern, Carol R. Ember, Dan Leehr, Bobbi S. Low, Joe McCarter, William Divale, and Michael C. Gavin. (2016). D-PLACE: A Global Database of Cultural, Linguistic and Environmental Diversity. PLoS ONE, 11(7): e0158391. doi:10.1371/journal.pone.0158391.</p>
</blockquote>",,,v3.1.0,Kathryn R. Kirby ; Russell D. Gray ; Simon J. Greenhill ; Fiona M. Jordan ; Stephanie Gomes-Ng ; Hans-Jörg Bibiko ; Damián E. Blasi ; Carlos A. Botero ; Claire Bowern ; Carol R. Ember ; Dan Leehr ; Bobbi S. Low ; Joe McCarter ; William Divale ; Michael C. Gavin ; Václav Hrnčíř,Robert Forkel,10.5281/zenodo.13326318,10.5281/zenodo.3935419,3935419,2024-08-15T12:27:29.657011+00:00,2024-08-15T12:27:29.787314+00:00,dplace;cldf-datasets,cc-by-nc-4.0,https://zenodo.org/records/13326318,13326318,cldf:StructureDataset;linguistics,dataset,https://github.com/D-PLACE/dplace-cldf/tree/v3.1.0
13325962,D-PLACE dataset derived from Robert L. Carneiro's Dataset (6th edition),"<p>Cite the D-PLACE dataset as</p>
<p>DOI</p>",,,v3.1,"Carneiro, Robert L.",Václav Hrnčíř ; Robert Forkel,10.5281/zenodo.13325962,10.5281/zenodo.13325961,13325961,2024-08-15T11:36:11.302064+00:00,2024-08-15T11:44:38.875014+00:00,dplace,cc-by-4.0,https://zenodo.org/records/13325962,13325962,cldf:StructureDataset;linguistics,dataset,https://github.com/D-PLACE/dplace-dataset-carneiro/tree/v3.1
13319593,D-PLACE dataset derived from Bertolo et al. 2023 'Cross-cultural music corpus: The Expanded Natural History of Song Discography',"<p>Cite the source of the dataset as:</p>

<blockquote>
<p>Mila Bertolo, Martynas Snarskis, Manvir Singh, &amp; Samuel Mehr. (2023, August 8). Cross-cultural music corpus: The Expanded Natural History of Song Discography. Zenodo. https://doi.org/10.5281/zenodo.8378337</p>
</blockquote>",,,v3.1,Mila Bertolo ; Martynas Snarskis ; Manvir Singh ; Samuel Mehr,Martynas Snarskis ; Robert Forkel ; Robert Forkel,10.5281/zenodo.13319593,10.5281/zenodo.10201381,10201381,2024-08-14T11:03:21.968433+00:00,2024-08-14T11:03:22.097959+00:00,dplace,cc-by-4.0,https://zenodo.org/records/13319593,13319593,cldf:StructureDataset;linguistics,dataset,https://github.com/D-PLACE/dplace-dataset-ccmc/tree/v3.1
