ID,Dataset_ID,Language_ID,Value_Count,Form_Count,Entry_Count,Example_Count
14800315-3-masi1268,14800315-3,masi1268,34,0,0,0
14800315-3-tano1246,14800315-3,tano1246,102,0,0,0
14800315-3-vezo1235,14800315-3,vezo1235,102,0,0,0
14800315-3-anta1261,14800315-3,anta1261,34,0,0,0
14800315-3-anta1262,14800315-3,anta1262,102,0,0,0
14800315-3-tana1285,14800315-3,tana1285,34,0,0,0
14800315-3-tand1256,14800315-3,tand1256,68,0,0,0
14800315-3-bara1395,14800315-3,bara1395,68,0,0,0
14800315-3-sout2920,14800315-3,sout2920,68,0,0,0
14800315-3-bahn1262,14800315-3,bahn1262,102,0,0,0
14800315-3-reng1252,14800315-3,reng1252,34,0,0,0
14800315-3-cent1992,14800315-3,cent1992,102,0,0,0
14800315-3-bulo1242,14800315-3,bulo1242,34,0,0,0
14800315-3-lave1249,14800315-3,lave1249,34,0,0,0
14800315-3-lave1248,14800315-3,lave1248,68,0,0,0
14800315-3-tamp1251,14800315-3,tamp1251,34,0,0,0
14800315-3-jeng1241,14800315-3,jeng1241,34,0,0,0
14800315-3-sapu1248,14800315-3,sapu1248,34,0,0,0
14800315-3-jehh1245,14800315-3,jehh1245,34,0,0,0
14800315-3-koho1244,14800315-3,koho1244,34,0,0,0
14800315-3-alak1253,14800315-3,alak1253,34,0,0,0
14800315-3-tali1257,14800315-3,tali1257,34,0,0,0
14800315-3-seda1262,14800315-3,seda1262,34,0,0,0
14800315-3-roma1331,14800315-3,roma1331,34,0,0,0
14800315-3-east2333,14800315-3,east2333,34,0,0,0
14800315-3-cuaa1241,14800315-3,cuaa1241,34,0,0,0
14800315-3-hala1252,14800315-3,hala1252,34,0,0,0
14800315-3-chra1242,14800315-3,chra1242,34,0,0,0
14800315-3-nyah1249,14800315-3,nyah1249,34,0,0,0
14800315-3-sout2729,14800315-3,sout2729,68,0,0,0
14800315-3-khum1248,14800315-3,khum1248,34,0,0,0
14800315-3-lamk1238,14800315-3,lamk1238,34,0,0,0
14800315-3-malt1254,14800315-3,malt1254,68,0,0,0
14800315-3-mand1476,14800315-3,mand1476,34,0,0,0
14800315-3-sout2723,14800315-3,sout2723,68,0,0,0
14800315-3-nanh1240,14800315-3,nanh1240,68,0,0,0
14800315-3-xish1235,14800315-3,xish1235,306,0,0,0
14800315-3-yish1238,14800315-3,yish1238,136,0,0,0
14800315-3-bena1262,14800315-3,bena1262,34,0,0,0
14800315-3-bend1258,14800315-3,bend1258,34,0,0,0
14800315-3-bond1247,14800315-3,bond1247,68,0,0,0
14800315-3-bung1265,14800315-3,bung1265,68,0,0,0
14800315-3-chuk1274,14800315-3,chuk1274,34,0,0,0
14800315-3-tait1250,14800315-3,tait1250,34,0,0,0
14800315-3-doee1238,14800315-3,doee1238,34,0,0,0
14800315-3-embu1241,14800315-3,embu1241,34,0,0,0
14800315-3-fipa1238,14800315-3,fipa1238,34,0,0,0
14800315-3-gusi1247,14800315-3,gusi1247,34,0,0,0
14800315-3-gwen1239,14800315-3,gwen1239,34,0,0,0
14800315-3-gwer1238,14800315-3,gwer1238,34,0,0,0
14800315-3-hang1260,14800315-3,hang1260,34,0,0,0
14800315-3-haya1250,14800315-3,haya1250,34,0,0,0
14800315-3-hehe1240,14800315-3,hehe1240,34,0,0,0
14800315-3-ikiz1238,14800315-3,ikiz1238,68,0,0,0
14800315-3-jita1239,14800315-3,jita1239,34,0,0,0
14800315-3-kahe1238,14800315-3,kahe1238,34,0,0,0
14800315-3-kamb1297,14800315-3,kamb1297,34,0,0,0
14800315-3-kami1256,14800315-3,kami1256,34,0,0,0
14800315-3-kere1283,14800315-3,kere1283,34,0,0,0
14800315-3-haaa1252,14800315-3,haaa1252,34,0,0,0
14800315-3-kiku1240,14800315-3,kiku1240,34,0,0,0
14800315-3-kara1481,14800315-3,kara1481,34,0,0,0
14800315-3-kimb1242,14800315-3,kimb1242,34,0,0,0
14800315-3-moch1256,14800315-3,moch1256,34,0,0,0
14800315-3-nucl1379,14800315-3,nucl1379,34,0,0,0
14800315-3-kisi1243,14800315-3,kisi1243,34,0,0,0
14800315-3-vinz1238,14800315-3,vinz1238,34,0,0,0
14800315-3-kuri1259,14800315-3,kuri1259,68,0,0,0
14800315-3-kutu1263,14800315-3,kutu1263,34,0,0,0
14800315-3-kwer1261,14800315-3,kwer1261,34,0,0,0
14800315-3-lamb1272,14800315-3,lamb1272,34,0,0,0
14800315-3-lang1320,14800315-3,lang1320,34,0,0,0
14800315-3-gand1255,14800315-3,gand1255,34,0,0,0
14800315-3-lugu1238,14800315-3,lugu1238,34,0,0,0
14800315-3-saam1283,14800315-3,saam1283,68,0,0,0
14800315-3-masa1299,14800315-3,masa1299,34,0,0,0
14800315-3-rung1255,14800315-3,rung1255,68,0,0,0
14800315-3-soga1242,14800315-3,soga1242,34,0,0,0
14800315-3-mako1251,14800315-3,mako1251,68,0,0,0
14800315-3-mach1266,14800315-3,mach1266,68,0,0,0
14800315-3-mali1279,14800315-3,mali1279,34,0,0,0
14800315-3-mand1423,14800315-3,mand1423,34,0,0,0
14800315-3-logo1258,14800315-3,logo1258,34,0,0,0
14800315-3-mate1258,14800315-3,mate1258,34,0,0,0
14800315-3-matu1259,14800315-3,matu1259,34,0,0,0
14800315-3-mbun1248,14800315-3,mbun1248,68,0,0,0
14800315-3-meru1245,14800315-3,meru1245,34,0,0,0
14800315-3-kway1241,14800315-3,kway1241,34,0,0,0
14800315-3-mpot1240,14800315-3,mpot1240,34,0,0,0
14800315-3-mwer1248,14800315-3,mwer1248,68,0,0,0
14800315-3-nyam1275,14800315-3,nyam1275,34,0,0,0
14800315-3-ikom1245,14800315-3,ikom1245,34,0,0,0
14800315-3-ndal1241,14800315-3,ndal1241,68,0,0,0
14800315-3-ndam1239,14800315-3,ndam1239,34,0,0,0
14800315-3-nden1248,14800315-3,nden1248,68,0,0,0
14800315-3-ngin1244,14800315-3,ngin1244,34,0,0,0
14800315-3-ngon1269,14800315-3,ngon1269,34,0,0,0
14800315-3-ngur1263,14800315-3,ngur1263,34,0,0,0
14800315-3-ngul1246,14800315-3,ngul1246,34,0,0,0
14800315-3-suku1261,14800315-3,suku1261,68,0,0,0
14800315-3-nyat1246,14800315-3,nyat1246,34,0,0,0
14800315-3-nyih1240,14800315-3,nyih1240,34,0,0,0
14800315-3-nila1242,14800315-3,nila1242,34,0,0,0
14800315-3-pang1287,14800315-3,pang1287,34,0,0,0
14800315-3-pimb1238,14800315-3,pimb1238,34,0,0,0
14800315-3-pogo1243,14800315-3,pogo1243,68,0,0,0
14800315-3-chig1238,14800315-3,chig1238,34,0,0,0
14800315-3-rund1242,14800315-3,rund1242,34,0,0,0
14800315-3-nyam1277,14800315-3,nyam1277,34,0,0,0
14800315-3-nyan1307,14800315-3,nyan1307,34,0,0,0
14800315-3-nyor1246,14800315-3,nyor1246,34,0,0,0
14800315-3-toor1238,14800315-3,toor1238,34,0,0,0
14800315-3-safw1238,14800315-3,safw1238,34,0,0,0
14800315-3-sham1280,14800315-3,sham1280,34,0,0,0
14800315-3-sang1330,14800315-3,sang1330,34,0,0,0
14800315-3-shub1238,14800315-3,shub1238,34,0,0,0
14800315-3-temi1247,14800315-3,temi1247,34,0,0,0
14800315-3-suba1238,14800315-3,suba1238,34,0,0,0
14800315-3-sumb1240,14800315-3,sumb1240,34,0,0,0
14800315-3-thar1283,14800315-3,thar1283,34,0,0,0
14800315-3-tave1240,14800315-3,tave1240,34,0,0,0
14800315-3-vunj1238,14800315-3,vunj1238,34,0,0,0
14800315-3-wand1264,14800315-3,wand1264,34,0,0,0
14800315-3-vwan1235,14800315-3,vwan1235,34,0,0,0
14800315-3-zana1238,14800315-3,zana1238,34,0,0,0
14800315-3-zara1247,14800315-3,zara1247,34,0,0,0
14800315-3-zigu1242,14800315-3,zigu1242,34,0,0,0
14800315-3-zinz1238,14800315-3,zinz1238,34,0,0,0
14800315-3-tsim1258,14800315-3,tsim1258,68,0,0,0
14800315-3-sout2956,14800315-3,sout2956,34,0,0,0
14800315-3-haid1248,14800315-3,haid1248,34,0,0,0
14800315-3-cowi1241,14800315-3,cowi1241,136,0,0,0
14800315-3-lush1252,14800315-3,lush1252,34,0,0,0
14800315-3-lowe1427,14800315-3,lowe1427,34,0,0,0
14800315-3-kath1253,14800315-3,kath1253,34,0,0,0
14800315-3-wasc1239,14800315-3,wasc1239,34,0,0,0
14800315-3-chil1280,14800315-3,chil1280,34,0,0,0
14800315-3-carr1249,14800315-3,carr1249,34,0,0,0
14800315-3-lill1248,14800315-3,lill1248,34,0,0,0
14800315-3-kali1308,14800315-3,kali1308,34,0,0,0
14800315-3-klik1240,14800315-3,klik1240,34,0,0,0
14800315-3-kute1249,14800315-3,kute1249,34,0,0,0
14800315-3-abag1245,14800315-3,abag1245,34,0,0,0
14800315-3-abua1245,14800315-3,abua1245,34,0,0,0
14800315-3-aeka1244,14800315-3,aeka1244,34,0,0,0
14800315-3-aghu1255,14800315-3,aghu1255,34,0,0,0
14800315-3-musa1266,14800315-3,musa1266,102,0,0,0
14800315-3-alam1246,14800315-3,alam1246,34,0,0,0
14800315-3-alek1238,14800315-3,alek1238,204,0,0,0
14800315-3-alor1247,14800315-3,alor1247,68,0,0,0
14800315-3-amap1240,14800315-3,amap1240,34,0,0,0
14800315-3-amai1246,14800315-3,amai1246,68,0,0,0
14800315-3-amba1269,14800315-3,amba1269,170,0,0,0
14800315-3-amel1241,14800315-3,amel1241,68,0,0,0
14800315-3-dudu1240,14800315-3,dudu1240,374,0,0,0
14800315-3-anam1247,14800315-3,anam1247,68,0,0,0
14800315-3-anam1248,14800315-3,anam1248,68,0,0,0
14800315-3-ango1255,14800315-3,ango1255,68,0,0,0
14800315-3-muri1260,14800315-3,muri1260,34,0,0,0
14800315-3-anja1238,14800315-3,anja1238,68,0,0,0
14800315-3-apma1241,14800315-3,apma1241,34,0,0,0
14800315-3-apal1256,14800315-3,apal1256,68,0,0,0
14800315-3-pina1252,14800315-3,pina1252,102,0,0,0
14800315-3-aran1237,14800315-3,aran1237,102,0,0,0
14800315-3-araw1272,14800315-3,araw1272,68,0,0,0
14800315-3-asas1240,14800315-3,asas1240,68,0,0,0
14800315-3-casu1237,14800315-3,casu1237,102,0,0,0
14800315-3-cent2117,14800315-3,cent2117,170,0,0,0
14800315-3-nort2917,14800315-3,nort2917,102,0,0,0
14800315-3-atem1241,14800315-3,atem1241,68,0,0,0
14800315-3-atoh1238,14800315-3,atoh1238,34,0,0,0
14800315-3-awap1236,14800315-3,awap1236,34,0,0,0
14800315-3-awer1241,14800315-3,awer1241,34,0,0,0
14800315-3-awiy1238,14800315-3,awiy1238,34,0,0,0
14800315-3-awyi1241,14800315-3,awyi1241,34,0,0,0
14800315-3-asue1235,14800315-3,asue1235,34,0,0,0
14800315-3-cent2118,14800315-3,cent2118,136,0,0,0
14800315-3-sout2941,14800315-3,sout2941,68,0,0,0
14800315-3-bagu1252,14800315-3,bagu1252,68,0,0,0
14800315-3-indo1316,14800315-3,indo1316,68,0,0,0
14800315-3-bahi1254,14800315-3,bahi1254,34,0,0,0
14800315-3-baim1245,14800315-3,baim1245,68,0,0,0
14800315-3-bana1292,14800315-3,bana1292,34,0,0,0
14800315-3-barg1252,14800315-3,barg1252,68,0,0,0
14800315-3-bauu1244,14800315-3,bauu1244,68,0,0,0
14800315-3-bauw1240,14800315-3,bauw1240,34,0,0,0
14800315-3-bauz1241,14800315-3,bauz1241,34,0,0,0
14800315-3-beam1240,14800315-3,beam1240,34,0,0,0
14800315-3-bena1264,14800315-3,bena1264,34,0,0,0
14800315-3-bepo1240,14800315-3,bepo1240,68,0,0,0
14800315-3-beri1253,14800315-3,beri1253,34,0,0,0
14800315-3-bila1257,14800315-3,bila1257,68,0,0,0
14800315-3-bimi1240,14800315-3,bimi1240,68,0,0,0
14800315-3-boze1239,14800315-3,boze1239,68,0,0,0
14800315-3-irup1239,14800315-3,irup1239,68,0,0,0
14800315-3-kuni1264,14800315-3,kuni1264,34,0,0,0
14800315-3-masi1270,14800315-3,masi1270,34,0,0,0
14800315-3-sebe1243,14800315-3,sebe1243,34,0,0,0
14800315-3-soga1243,14800315-3,soga1243,34,0,0,0
14800315-3-tate1244,14800315-3,tate1244,34,0,0,0
14800315-3-biri1259,14800315-3,biri1259,34,0,0,0
14800315-3-bisi1244,14800315-3,bisi1244,34,0,0,0
14800315-3-biwa1243,14800315-3,biwa1243,34,0,0,0
14800315-3-biyo1244,14800315-3,biyo1244,68,0,0,0
14800315-3-boga1247,14800315-3,boga1247,34,0,0,0
14800315-3-bong1291,14800315-3,bong1291,68,0,0,0
14800315-3-boro1279,14800315-3,boro1279,68,0,0,0
14800315-3-brem1238,14800315-3,brem1238,68,0,0,0
14800315-3-buna1277,14800315-3,buna1277,34,0,0,0
14800315-3-buru1306,14800315-3,buru1306,136,0,0,0
14800315-3-cham1313,14800315-3,cham1313,34,0,0,0
14800315-3-chen1259,14800315-3,chen1259,34,0,0,0
14800315-3-dana1254,14800315-3,dana1254,68,0,0,0
14800315-3-lowe1415,14800315-3,lowe1415,34,0,0,0
14800315-3-midg1235,14800315-3,midg1235,34,0,0,0
14800315-3-uppe1430,14800315-3,uppe1430,34,0,0,0
14800315-3-west2594,14800315-3,west2594,34,0,0,0
14800315-3-dano1240,14800315-3,dano1240,34,0,0,0
14800315-3-dedu1240,14800315-3,dedu1240,68,0,0,0
14800315-3-demi1242,14800315-3,demi1242,34,0,0,0
14800315-3-dibi1240,14800315-3,dibi1240,34,0,0,0
14800315-3-dima1252,14800315-3,dima1252,34,0,0,0
14800315-3-dogh1241,14800315-3,dogh1241,34,0,0,0
14800315-3-dout1240,14800315-3,dout1240,34,0,0,0
14800315-3-duna1248,14800315-3,duna1248,34,0,0,0
14800315-3-duvl1242,14800315-3,duvl1242,34,0,0,0
14800315-3-edop1238,14800315-3,edop1238,34,0,0,0
14800315-3-enga1252,14800315-3,enga1252,68,0,0,0
14800315-3-erit1239,14800315-3,erit1239,34,0,0,0
14800315-3-esee1247,14800315-3,esee1247,34,0,0,0
14800315-3-ewag1241,14800315-3,ewag1241,34,0,0,0
14800315-3-fait1240,14800315-3,fait1240,68,0,0,0
14800315-3-faiw1243,14800315-3,faiw1243,102,0,0,0
14800315-3-fata1247,14800315-3,fata1247,34,0,0,0
14800315-3-fayu1238,14800315-3,fayu1238,68,0,0,0
14800315-3-femb1238,14800315-3,femb1238,34,0,0,0
14800315-3-fore1270,14800315-3,fore1270,34,0,0,0
14800315-3-fuyu1242,14800315-3,fuyu1242,68,0,0,0
14800315-3-gads1258,14800315-3,gads1258,34,0,0,0
14800315-3-gaik1242,14800315-3,gaik1242,34,0,0,0
14800315-3-gain1243,14800315-3,gain1243,102,0,0,0
14800315-3-gall1278,14800315-3,gall1278,68,0,0,0
14800315-3-gang1270,14800315-3,gang1270,68,0,0,0
14800315-3-garu1246,14800315-3,garu1246,68,0,0,0
14800315-3-dimi1244,14800315-3,dimi1244,68,0,0,0
14800315-3-gend1249,14800315-3,gend1249,34,0,0,0
14800315-3-gimi1243,14800315-3,gimi1243,34,0,0,0
14800315-3-gira1247,14800315-3,gira1247,68,0,0,0
14800315-3-goba1246,14800315-3,goba1246,34,0,0,0
14800315-3-guma1255,14800315-3,guma1255,68,0,0,0
14800315-3-haru1245,14800315-3,haru1245,68,0,0,0
14800315-3-hiri1237,14800315-3,hiri1237,34,0,0,0
14800315-3-huli1244,14800315-3,huli1244,34,0,0,0
14800315-3-hume1246,14800315-3,hume1246,34,0,0,0
14800315-3-hunj1241,14800315-3,hunj1241,34,0,0,0
14800315-3-iatm1242,14800315-3,iatm1242,136,0,0,0
14800315-3-iauu1242,14800315-3,iauu1242,34,0,0,0
14800315-3-inok1238,14800315-3,inok1238,34,0,0,0
14800315-3-isab1240,14800315-3,isab1240,68,0,0,0
14800315-3-iseb1246,14800315-3,iseb1246,68,0,0,0
14800315-3-jili1241,14800315-3,jili1241,68,0,0,0
14800315-3-kabo1247,14800315-3,kabo1247,68,0,0,0
14800315-3-kafo1240,14800315-3,kafo1240,34,0,0,0
14800315-3-kaiy1239,14800315-3,kaiy1239,34,0,0,0
14800315-3-kaki1249,14800315-3,kaki1249,34,0,0,0
14800315-3-kala1397,14800315-3,kala1397,34,0,0,0
14800315-3-kama1370,14800315-3,kama1370,34,0,0,0
14800315-3-kapr1245,14800315-3,kapr1245,34,0,0,0
14800315-3-kare1341,14800315-3,kare1341,68,0,0,0
14800315-3-kasu1251,14800315-3,kasu1251,34,0,0,0
14800315-3-kate1253,14800315-3,kate1253,68,0,0,0
14800315-3-kaur1271,14800315-3,kaur1271,34,0,0,0
14800315-3-kein1239,14800315-3,kein1239,68,0,0,0
14800315-3-kesa1244,14800315-3,kesa1244,68,0,0,0
14800315-3-kehu1238,14800315-3,kehu1238,34,0,0,0
14800315-3-kiri1256,14800315-3,kiri1256,34,0,0,0
14800315-3-kobo1248,14800315-3,kobo1248,68,0,0,0
14800315-3-kobo1249,14800315-3,kobo1249,34,0,0,0
14800315-3-koit1244,14800315-3,koit1244,34,0,0,0
14800315-3-kolp1236,14800315-3,kolp1236,34,0,0,0
14800315-3-komb1273,14800315-3,komb1273,204,0,0,0
14800315-3-komy1238,14800315-3,komy1238,34,0,0,0
14800315-3-kopa1248,14800315-3,kopa1248,34,0,0,0
14800315-3-kora1294,14800315-3,kora1294,68,0,0,0
14800315-3-kora1296,14800315-3,kora1296,68,0,0,0
14800315-3-koro1312,14800315-3,koro1312,34,0,0,0
14800315-3-kowa1245,14800315-3,kowa1245,68,0,0,0
14800315-3-kube1244,14800315-3,kube1244,68,0,0,0
14800315-3-kubo1242,14800315-3,kubo1242,34,0,0,0
14800315-3-kuii1253,14800315-3,kuii1253,34,0,0,0
14800315-3-kula1280,14800315-3,kula1280,34,0,0,0
14800315-3-kuma1280,14800315-3,kuma1280,34,0,0,0
14800315-3-kuni1265,14800315-3,kuni1265,34,0,0,0
14800315-3-mand1444,14800315-3,mand1444,68,0,0,0
14800315-3-kyen1243,14800315-3,kyen1243,34,0,0,0
14800315-3-kyak1244,14800315-3,kyak1244,34,0,0,0
14800315-3-lemb1266,14800315-3,lemb1266,102,0,0,0
14800315-3-lemi1243,14800315-3,lemi1243,68,0,0,0
14800315-3-maia1254,14800315-3,maia1254,68,0,0,0
14800315-3-asia1264,14800315-3,asia1264,34,0,0,0
14800315-3-baib1249,14800315-3,baib1249,34,0,0,0
14800315-3-bore1246,14800315-3,bore1246,34,0,0,0
14800315-3-dara1252,14800315-3,dara1252,34,0,0,0
14800315-3-dere1243,14800315-3,dere1243,34,0,0,0
14800315-3-doma1262,14800315-3,doma1262,34,0,0,0
14800315-3-geag1239,14800315-3,geag1239,34,0,0,0
14800315-3-ilai1239,14800315-3,ilai1239,34,0,0,0
14800315-3-isla1273,14800315-3,isla1273,34,0,0,0
14800315-3-maiw1251,14800315-3,maiw1251,34,0,0,0
14800315-3-mala1494,14800315-3,mala1494,68,0,0,0
14800315-3-mala1495,14800315-3,mala1495,68,0,0,0
14800315-3-male1291,14800315-3,male1291,68,0,0,0
14800315-3-mape1249,14800315-3,mape1249,68,0,0,0
14800315-3-mari1438,14800315-3,mari1438,102,0,0,0
14800315-3-mate1260,14800315-3,mate1260,68,0,0,0
14800315-3-mauw1238,14800315-3,mauw1238,68,0,0,0
14800315-3-mawa1266,14800315-3,mawa1266,68,0,0,0
14800315-3-mawa1267,14800315-3,mawa1267,68,0,0,0
14800315-3-touo1238,14800315-3,touo1238,102,0,0,0
14800315-3-bilu1245,14800315-3,bilu1245,170,0,0,0
14800315-3-mese1244,14800315-3,mese1244,68,0,0,0
14800315-3-mian1254,14800315-3,mian1254,68,0,0,0
14800315-3-miga1241,14800315-3,miga1241,34,0,0,0
14800315-3-kolo1267,14800315-3,kolo1267,68,0,0,0
14800315-3-moer1240,14800315-3,moer1240,68,0,0,0
14800315-3-more1258,14800315-3,more1258,68,0,0,0
14800315-3-mosi1248,14800315-3,mosi1248,68,0,0,0
14800315-3-moun1252,14800315-3,moun1252,34,0,0,0
14800315-3-muba1238,14800315-3,muba1238,34,0,0,0
14800315-3-mula1254,14800315-3,mula1254,34,0,0,0
14800315-3-mumm1238,14800315-3,mumm1238,68,0,0,0
14800315-3-mung1272,14800315-3,mung1272,34,0,0,0
14800315-3-muni1257,14800315-3,muni1257,68,0,0,0
14800315-3-muru1273,14800315-3,muru1273,68,0,0,0
14800315-3-musa1265,14800315-3,musa1265,68,0,0,0
14800315-3-naba1256,14800315-3,naba1256,68,0,0,0
14800315-3-naka1265,14800315-3,naka1265,34,0,0,0
14800315-3-naka1264,14800315-3,naka1264,204,0,0,0
14800315-3-nake1240,14800315-3,nake1240,68,0,0,0
14800315-3-nekk1240,14800315-3,nekk1240,34,0,0,0
14800315-3-nend1239,14800315-3,nend1239,68,0,0,0
14800315-3-nimo1247,14800315-3,nimo1247,34,0,0,0
14800315-3-nobo1238,14800315-3,nobo1238,68,0,0,0
14800315-3-nucl1630,14800315-3,nucl1630,68,0,0,0
14800315-3-nukk1240,14800315-3,nukk1240,68,0,0,0
14800315-3-obok1239,14800315-3,obok1239,34,0,0,0
14800315-3-ogea1238,14800315-3,ogea1238,68,0,0,0
14800315-3-oira1263,14800315-3,oira1263,34,0,0,0
14800315-3-omie1241,14800315-3,omie1241,34,0,0,0
14800315-3-onob1238,14800315-3,onob1238,34,0,0,0
14800315-3-onoo1246,14800315-3,onoo1246,68,0,0,0
14800315-3-orok1269,14800315-3,orok1269,102,0,0,0
14800315-3-orya1242,14800315-3,orya1242,34,0,0,0
14800315-3-owin1240,14800315-3,owin1240,34,0,0,0
14800315-3-pall1244,14800315-3,pall1244,68,0,0,0
14800315-3-pamo1253,14800315-3,pamo1253,68,0,0,0
14800315-3-pani1258,14800315-3,pani1258,68,0,0,0
14800315-3-para1307,14800315-3,para1307,68,0,0,0
14800315-3-pare1271,14800315-3,pare1271,34,0,0,0
14800315-3-pawa1255,14800315-3,pawa1255,34,0,0,0
14800315-3-payn1244,14800315-3,payn1244,68,0,0,0
14800315-3-pula1267,14800315-3,pula1267,68,0,0,0
14800315-3-pyuu1245,14800315-3,pyuu1245,34,0,0,0
14800315-3-qaqe1238,14800315-3,qaqe1238,34,0,0,0
14800315-3-rapt1240,14800315-3,rapt1240,68,0,0,0
14800315-3-rasa1243,14800315-3,rasa1243,34,0,0,0
14800315-3-remp1241,14800315-3,remp1241,68,0,0,0
14800315-3-rera1240,14800315-3,rera1240,68,0,0,0
14800315-3-saep1240,14800315-3,saep1240,68,0,0,0
14800315-3-samm1244,14800315-3,samm1244,170,0,0,0
14800315-3-samb1321,14800315-3,samb1321,34,0,0,0
14800315-3-samo1303,14800315-3,samo1303,34,0,0,0
14800315-3-samo1306,14800315-3,samo1306,68,0,0,0
14800315-3-sani1270,14800315-3,sani1270,34,0,0,0
14800315-3-sapo1254,14800315-3,sapo1254,34,0,0,0
14800315-3-saru1243,14800315-3,saru1243,68,0,0,0
14800315-3-saus1246,14800315-3,saus1246,68,0,0,0
14800315-3-sele1250,14800315-3,sele1250,68,0,0,0
14800315-3-seta1246,14800315-3,seta1246,102,0,0,0
14800315-3-sian1257,14800315-3,sian1257,34,0,0,0
14800315-3-siha1245,14800315-3,siha1245,68,0,0,0
14800315-3-sika1263,14800315-3,sika1263,34,0,0,0
14800315-3-sile1255,14800315-3,sile1255,68,0,0,0
14800315-3-sili1249,14800315-3,sili1249,34,0,0,0
14800315-3-silo1240,14800315-3,silo1240,68,0,0,0
14800315-3-sina1266,14800315-3,sina1266,34,0,0,0
14800315-3-sins1241,14800315-3,sins1241,68,0,0,0
14800315-3-siro1249,14800315-3,siro1249,68,0,0,0
14800315-3-somm1240,14800315-3,somm1240,34,0,0,0
14800315-3-sopp1247,14800315-3,sopp1247,68,0,0,0
14800315-3-suen1241,14800315-3,suen1241,34,0,0,0
14800315-3-suma1270,14800315-3,suma1270,68,0,0,0
14800315-3-tabr1243,14800315-3,tabr1243,34,0,0,0
14800315-3-nort2920,14800315-3,nort2920,34,0,0,0
14800315-3-sout2943,14800315-3,sout2943,34,0,0,0
14800315-3-tang1353,14800315-3,tang1353,34,0,0,0
14800315-3-taua1242,14800315-3,taua1242,34,0,0,0
14800315-3-taus1252,14800315-3,taus1252,34,0,0,0
14800315-3-tauy1241,14800315-3,tauy1241,68,0,0,0
14800315-3-tele1256,14800315-3,tele1256,34,0,0,0
14800315-3-tido1248,14800315-3,tido1248,34,0,0,0
14800315-3-tifa1245,14800315-3,tifa1245,34,0,0,0
14800315-3-timb1251,14800315-3,timb1251,68,0,0,0
14800315-3-tobo1251,14800315-3,tobo1251,68,0,0,0
14800315-3-tokp1240,14800315-3,tokp1240,34,0,0,0
14800315-3-toka1244,14800315-3,toka1244,34,0,0,0
14800315-3-tsak1250,14800315-3,tsak1250,34,0,0,0
14800315-3-sout2949,14800315-3,sout2949,34,0,0,0
14800315-3-uare1241,14800315-3,uare1241,34,0,0,0
14800315-3-ukur1240,14800315-3,ukur1240,68,0,0,0
14800315-3-urap1240,14800315-3,urap1240,34,0,0,0
14800315-3-urig1240,14800315-3,urig1240,68,0,0,0
14800315-3-usan1239,14800315-3,usan1239,68,0,0,0
14800315-3-utar1238,14800315-3,utar1238,68,0,0,0
14800315-3-utuu1240,14800315-3,utuu1240,68,0,0,0
14800315-3-uyaa1238,14800315-3,uyaa1238,68,0,0,0
14800315-3-wabo1241,14800315-3,wabo1241,34,0,0,0
14800315-3-wada1263,14800315-3,wada1263,68,0,0,0
14800315-3-wagi1249,14800315-3,wagi1249,204,0,0,0
14800315-3-wala1269,14800315-3,wala1269,34,0,0,0
14800315-3-wama1247,14800315-3,wama1247,68,0,0,0
14800315-3-wamb1259,14800315-3,wamb1259,34,0,0,0
14800315-3-wana1269,14800315-3,wana1269,68,0,0,0
14800315-3-wang1299,14800315-3,wang1299,34,0,0,0
14800315-3-wari1264,14800315-3,wari1264,34,0,0,0
14800315-3-wask1241,14800315-3,wask1241,68,0,0,0
14800315-3-dump1243,14800315-3,dump1243,68,0,0,0
14800315-3-kwat1244,14800315-3,kwat1244,68,0,0,0
14800315-3-west2599,14800315-3,west2599,34,0,0,0
14800315-3-west2600,14800315-3,west2600,34,0,0,0
14800315-3-wiru1244,14800315-3,wiru1244,34,0,0,0
14800315-3-yabe1255,14800315-3,yabe1255,68,0,0,0
14800315-3-yabo1240,14800315-3,yabo1240,68,0,0,0
14800315-3-yaga1260,14800315-3,yaga1260,34,0,0,0
14800315-3-kosa1249,14800315-3,kosa1249,34,0,0,0
14800315-3-angg1239,14800315-3,angg1239,34,0,0,0
14800315-3-yang1298,14800315-3,yang1298,68,0,0,0
14800315-3-yaqa1246,14800315-3,yaqa1246,204,0,0,0
14800315-3-yara1250,14800315-3,yara1250,68,0,0,0
14800315-3-yawe1241,14800315-3,yawe1241,34,0,0,0
14800315-3-yeko1240,14800315-3,yeko1240,34,0,0,0
14800315-3-yoid1240,14800315-3,yoid1240,68,0,0,0
14800315-3-ziaa1250,14800315-3,ziaa1250,34,0,0,0
14800315-3-zima1244,14800315-3,zima1244,68,0,0,0
14800315-3-yafi1240,14800315-3,yafi1240,34,0,0,0
14800315-3-baur1252,14800315-3,baur1252,68,0,0,0
14800315-3-renn1242,14800315-3,renn1242,102,0,0,0
14800315-3-faga1239,14800315-3,faga1239,34,0,0,0
14800315-3-ghan1242,14800315-3,ghan1242,34,0,0,0
14800315-3-ghar1239,14800315-3,ghar1239,34,0,0,0
14800315-3-kazu1245,14800315-3,kazu1245,34,0,0,0
14800315-3-chek1238,14800315-3,chek1238,68,0,0,0
14800315-3-natu1246,14800315-3,natu1246,102,0,0,0
