ID,Dataset_ID,Language_ID,Value_Count,Form_Count,Entry_Count,Example_Count
13606075-1-amis1246,13606075-1,amis1246,6,0,0,0
13606075-1-guer1243,13606075-1,guer1243,7,0,0,0
13606075-1-ando1256,13606075-1,ando1256,6,0,0,0
13606075-1-anem1249,13606075-1,anem1249,6,0,0,0
13606075-1-ango1254,13606075-1,ango1254,7,0,0,0
13606075-1-anin1240,13606075-1,anin1240,7,0,0,0
13606075-1-ansu1237,13606075-1,ansu1237,6,0,0,0
13606075-1-apur1254,13606075-1,apur1254,7,0,0,0
13606075-1-arab1268,13606075-1,arab1268,7,0,0,0
13606075-1-egyp1253,13606075-1,egyp1253,7,0,0,0
13606075-1-arao1248,13606075-1,arao1248,6,0,0,0
13606075-1-buki1249,13606075-1,buki1249,7,0,0,0
13606075-1-araw1276,13606075-1,araw1276,7,0,0,0
13606075-1-nucl1235,13606075-1,nucl1235,7,0,0,0
13606075-1-tamn1235,13606075-1,tamn1235,7,0,0,0
13606075-1-assa1263,13606075-1,assa1263,6,0,0,0
13606075-1-toca1235,13606075-1,toca1235,6,0,0,0
13606075-1-kunz1244,13606075-1,kunz1244,6,0,0,0
13606075-1-atak1252,13606075-1,atak1252,7,0,0,0
13606075-1-atay1247,13606075-1,atay1247,7,0,0,0
13606075-1-atoh1238,13606075-1,atoh1238,6,0,0,0
13606075-1-atsu1245,13606075-1,atsu1245,7,0,0,0
13606075-1-auuu1241,13606075-1,auuu1241,7,0,0,0
13606075-1-avar1256,13606075-1,avar1256,6,0,0,0
13606075-1-avok1242,13606075-1,avok1242,7,0,0,0
13606075-1-awac1239,13606075-1,awac1239,7,0,0,0
13606075-1-awng1244,13606075-1,awng1244,6,0,0,0
13606075-1-awtu1239,13606075-1,awtu1239,6,0,0,0
13606075-1-ayiw1239,13606075-1,ayiw1239,6,0,0,0
13606075-1-nucl1667,13606075-1,nucl1667,6,0,0,0
13606075-1-ayor1240,13606075-1,ayor1240,6,0,0,0
13606075-1-sout2697,13606075-1,sout2697,6,0,0,0
13606075-1-veng1238,13606075-1,veng1238,7,0,0,0
13606075-1-bagi1246,13606075-1,bagi1246,7,0,0,0
13606075-1-furu1242,13606075-1,furu1242,6,0,0,0
13606075-1-bagv1239,13606075-1,bagv1239,2,0,0,0
13606075-1-cent2004,13606075-1,cent2004,7,0,0,0
13606075-1-indo1317,13606075-1,indo1317,7,0,0,0
13606075-1-bali1280,13606075-1,bali1280,6,0,0,0
13606075-1-bamb1269,13606075-1,bamb1269,7,0,0,0
13606075-1-bani1255,13606075-1,bani1255,6,0,0,0
13606075-1-bara1377,13606075-1,bara1377,7,0,0,0
13606075-1-bara1380,13606075-1,bara1380,7,0,0,0
13606075-1-bare1276,13606075-1,bare1276,6,0,0,0
13606075-1-bari1284,13606075-1,bari1284,7,0,0,0
13606075-1-bari1297,13606075-1,bari1297,7,0,0,0
13606075-1-bash1264,13606075-1,bash1264,7,0,0,0
13606075-1-bask1236,13606075-1,bask1236,6,0,0,0
13606075-1-basq1248,13606075-1,basq1248,7,0,0,0
13606075-1-bauz1241,13606075-1,bauz1241,7,0,0,0
13606075-1-bawm1236,13606075-1,bawm1236,7,0,0,0
13606075-1-idaa1241,13606075-1,idaa1241,6,0,0,0
13606075-1-beja1238,13606075-1,beja1238,7,0,0,0
13606075-1-belh1239,13606075-1,belh1239,7,0,0,0
13606075-1-bell1243,13606075-1,bell1243,6,0,0,0
13606075-1-bela1254,13606075-1,bela1254,7,0,0,0
13606075-1-cent2194,13606075-1,cent2194,7,0,0,0
13606075-1-tari1263,13606075-1,tari1263,6,0,0,0
13606075-1-beri1254,13606075-1,beri1254,7,0,0,0
13606075-1-bert1248,13606075-1,bert1248,7,0,0,0
13606075-1-beto1236,13606075-1,beto1236,7,0,0,0
13606075-1-biak1248,13606075-1,biak1248,6,0,0,0
13606075-1-bili1260,13606075-1,bili1260,7,0,0,0
13606075-1-bilu1245,13606075-1,bilu1245,7,0,0,0
13606075-1-gunw1252,13606075-1,gunw1252,7,0,0,0
13606075-1-bero1242,13606075-1,bero1242,7,0,0,0
13606075-1-damu1236,13606075-1,damu1236,13,0,0,0
13606075-1-boko1266,13606075-1,boko1266,7,0,0,0
13606075-1-bora1263,13606075-1,bora1263,7,0,0,0
13606075-1-boro1282,13606075-1,boro1282,7,0,0,0
13606075-1-boru1252,13606075-1,boru1252,7,0,0,0
13606075-1-brah1256,13606075-1,brah1256,7,0,0,0
13606075-1-bret1244,13606075-1,bret1244,7,0,0,0
13606075-1-brib1243,13606075-1,brib1243,6,0,0,0
13606075-1-budu1265,13606075-1,budu1265,6,0,0,0
13606075-1-buga1247,13606075-1,buga1247,7,0,0,0
13606075-1-bura1267,13606075-1,bura1267,7,0,0,0
13606075-1-mong1330,13606075-1,mong1330,6,0,0,0
13606075-1-nucl1310,13606075-1,nucl1310,7,0,0,0
13606075-1-buru1296,13606075-1,buru1296,7,0,0,0
13606075-1-busa1253,13606075-1,busa1253,7,0,0,0
13606075-1-cacu1241,13606075-1,cacu1241,7,0,0,0
13606075-1-cahu1264,13606075-1,cahu1264,7,0,0,0
13606075-1-asha1243,13606075-1,asha1243,7,0,0,0
13606075-1-cams1241,13606075-1,cams1241,7,0,0,0
13606075-1-kana1291,13606075-1,kana1291,7,0,0,0
13606075-1-cand1248,13606075-1,cand1248,7,0,0,0
13606075-1-cane1242,13606075-1,cane1242,7,0,0,0
13606075-1-yuec1235,13606075-1,yuec1235,7,0,0,0
13606075-1-gali1262,13606075-1,gali1262,7,0,0,0
13606075-1-maqu1238,13606075-1,maqu1238,7,0,0,0
13606075-1-cash1254,13606075-1,cash1254,6,0,0,0
13606075-1-cavi1250,13606075-1,cavi1250,6,0,0,0
13606075-1-cayu1262,13606075-1,cayu1262,7,0,0,0
13606075-1-east2563,13606075-1,east2563,7,0,0,0
13606075-1-cham1312,13606075-1,cham1312,7,0,0,0
13606075-1-west2644,13606075-1,west2644,7,0,0,0
13606075-1-chay1248,13606075-1,chay1248,7,0,0,0
13606075-1-chec1245,13606075-1,chec1245,6,0,0,0
13606075-1-uppe1439,13606075-1,uppe1439,7,0,0,0
13606075-1-chep1245,13606075-1,chep1245,7,0,0,0
13606075-1-cher1273,13606075-1,cher1273,6,0,0,0
13606075-1-chic1272,13606075-1,chic1272,7,0,0,0
13606075-1-chim1301,13606075-1,chim1301,7,0,0,0
13606075-1-chim1309,13606075-1,chim1309,7,0,0,0
13606075-1-coma1246,13606075-1,coma1246,7,0,0,0
13606075-1-lala1270,13606075-1,lala1270,7,0,0,0
13606075-1-leal1235,13606075-1,leal1235,7,0,0,0
13606075-1-quio1240,13606075-1,quio1240,6,0,0,0
13606075-1-soch1239,13606075-1,soch1239,6,0,0,0
13606075-1-tepe1279,13606075-1,tepe1279,7,0,0,0
13606075-1-chin1286,13606075-1,chin1286,6,0,0,0
13606075-1-wasc1239,13606075-1,wasc1239,7,0,0,0
13606075-1-chiq1248,13606075-1,chiq1248,6,0,0,0
13606075-1-chit1248,13606075-1,chit1248,7,0,0,0
13606075-1-choc1276,13606075-1,choc1276,6,0,0,0
13606075-1-chol1284,13606075-1,chol1284,6,0,0,0
13606075-1-high1242,13606075-1,high1242,6,0,0,0
13606075-1-lowl1260,13606075-1,lowl1260,6,0,0,0
13606075-1-taba1266,13606075-1,taba1266,6,0,0,0
13606075-1-chra1242,13606075-1,chra1242,7,0,0,0
13606075-1-chuk1273,13606075-1,chuk1273,7,0,0,0
13606075-1-barb1263,13606075-1,barb1263,7,0,0,0
13606075-1-cint1239,13606075-1,cint1239,7,0,0,0
13606075-1-coah1252,13606075-1,coah1252,7,0,0,0
13606075-1-coca1259,13606075-1,coca1259,7,0,0,0
13606075-1-cofa1242,13606075-1,cofa1242,6,0,0,0
13606075-1-coma1245,13606075-1,coma1245,6,0,0,0
13606075-1-coos1249,13606075-1,coos1249,7,0,0,0
13606075-1-copt1239,13606075-1,copt1239,7,0,0,0
13606075-1-elna1235,13606075-1,elna1235,7,0,0,0
13606075-1-corn1251,13606075-1,corn1251,7,0,0,0
13606075-1-plai1258,13606075-1,plai1258,7,0,0,0
13606075-1-cuib1242,13606075-1,cuib1242,6,0,0,0
13606075-1-daga1275,13606075-1,daga1275,7,0,0,0
13606075-1-sout2789,13606075-1,sout2789,7,0,0,0
13606075-1-dagb1246,13606075-1,dagb1246,7,0,0,0
13606075-1-daur1238,13606075-1,daur1238,7,0,0,0
13606075-1-dama1272,13606075-1,dama1272,7,0,0,0
13606075-1-mala1522,13606075-1,mala1522,6,0,0,0
13606075-1-dann1241,13606075-1,dann1241,6,0,0,0
13606075-1-lowe1415,13606075-1,lowe1415,7,0,0,0
13606075-1-darg1241,13606075-1,darg1241,6,0,0,0
13606075-1-dato1239,13606075-1,dato1239,7,0,0,0
13606075-1-daww1239,13606075-1,daww1239,6,0,0,0
13606075-1-defa1248,13606075-1,defa1248,6,0,0,0
13606075-1-dege1246,13606075-1,dege1246,6,0,0,0
13606075-1-deni1241,13606075-1,deni1241,7,0,0,0
13606075-1-didi1258,13606075-1,didi1258,6,0,0,0
13606075-1-kumi1248,13606075-1,kumi1248,6,0,0,0
13606075-1-dime1235,13606075-1,dime1235,7,0,0,0
13606075-1-nort2815,13606075-1,nort2815,7,0,0,0
13606075-1-jola1263,13606075-1,jola1263,7,0,0,0
13606075-1-dier1241,13606075-1,dier1241,7,0,0,0
13606075-1-dizi1235,13606075-1,dizi1235,7,0,0,0
13606075-1-djin1251,13606075-1,djin1251,6,0,0,0
13606075-1-dera1245,13606075-1,dera1245,7,0,0,0
13606075-1-toro1253,13606075-1,toro1253,7,0,0,0
13606075-1-donn1239,13606075-1,donn1239,7,0,0,0
13606075-1-dehu1237,13606075-1,dehu1237,6,0,0,0
13606075-1-drun1238,13606075-1,drun1238,6,0,0,0
13606075-1-vani1248,13606075-1,vani1248,6,0,0,0
13606075-1-duna1248,13606075-1,duna1248,7,0,0,0
13606075-1-dutc1256,13606075-1,dutc1256,6,0,0,0
13606075-1-dyir1250,13606075-1,dyir1250,6,0,0,0
13606075-1-edol1239,13606075-1,edol1239,7,0,0,0
13606075-1-efik1245,13606075-1,efik1245,7,0,0,0
13606075-1-ekar1243,13606075-1,ekar1243,7,0,0,0
13606075-1-emai1241,13606075-1,emai1241,7,0,0,0
13606075-1-emer1243,13606075-1,emer1243,7,0,0,0
13606075-1-enet1250,13606075-1,enet1250,6,0,0,0
13606075-1-enge1239,13606075-1,enge1239,7,0,0,0
13606075-1-stan1293,13606075-1,stan1293,7,0,0,0
13606075-1-epen1239,13606075-1,epen1239,7,0,0,0
13606075-1-atac1235,13606075-1,atac1235,6,0,0,0
13606075-1-esto1258,13606075-1,esto1258,7,0,0,0
13606075-1-even1260,13606075-1,even1260,6,0,0,0
13606075-1-even1259,13606075-1,even1259,7,0,0,0
13606075-1-ewee1241,13606075-1,ewee1241,7,0,0,0
13606075-1-eyak1241,13606075-1,eyak1241,6,0,0,0
13606075-1-fasu1242,13606075-1,fasu1242,7,0,0,0
13606075-1-fiji1243,13606075-1,fiji1243,7,0,0,0
13606075-1-finn1318,13606075-1,finn1318,7,0,0,0
13606075-1-folo1238,13606075-1,folo1238,7,0,0,0
13606075-1-fore1270,13606075-1,fore1270,7,0,0,0
13606075-1-occi1239,13606075-1,occi1239,7,0,0,0
13606075-1-stan1290,13606075-1,stan1290,7,0,0,0
13606075-1-adam1253,13606075-1,adam1253,7,0,0,0
13606075-1-nige1253,13606075-1,nige1253,7,0,0,0
13606075-1-fuln1247,13606075-1,fuln1247,7,0,0,0
13606075-1-furr1244,13606075-1,furr1244,7,0,0,0
13606075-1-futu1245,13606075-1,futu1245,7,0,0,0
13606075-1-fyam1238,13606075-1,fyam1238,7,0,0,0
13606075-1-gaga1251,13606075-1,gaga1251,1,0,0,0
13606075-1-scot1245,13606075-1,scot1245,7,0,0,0
13606075-1-alek1238,13606075-1,alek1238,7,0,0,0
13606075-1-gamo1244,13606075-1,gamo1244,7,0,0,0
13606075-1-garo1247,13606075-1,garo1247,6,0,0,0
13606075-1-gara1269,13606075-1,gara1269,6,0,0,0
13606075-1-gavi1246,13606075-1,gavi1246,7,0,0,0
13606075-1-nort2775,13606075-1,nort2775,7,0,0,0
13606075-1-gbay1287,13606075-1,gbay1287,7,0,0,0
13606075-1-nucl1302,13606075-1,nucl1302,7,0,0,0
13606075-1-stan1295,13606075-1,stan1295,7,0,0,0
13606075-1-ghul1238,13606075-1,ghul1238,6,0,0,0
13606075-1-gitx1241,13606075-1,gitx1241,6,0,0,0
13606075-1-gogo1265,13606075-1,gogo1265,7,0,0,0
13606075-1-goon1238,13606075-1,goon1238,7,0,0,0
13606075-1-apuc1241,13606075-1,apuc1241,7,0,0,0
13606075-1-barc1235,13606075-1,barc1235,7,0,0,0
13606075-1-mode1248,13606075-1,mode1248,7,0,0,0
13606075-1-kala1399,13606075-1,kala1399,7,0,0,0
13606075-1-guah1255,13606075-1,guah1255,6,0,0,0
13606075-1-guan1269,13606075-1,guan1269,7,0,0,0
13606075-1-para1311,13606075-1,para1311,7,0,0,0
13606075-1-guat1253,13606075-1,guat1253,7,0,0,0
13606075-1-gude1246,13606075-1,gude1246,6,0,0,0
13606075-1-kumb1268,13606075-1,kumb1268,6,0,0,0
13606075-1-gumu1244,13606075-1,gumu1244,7,0,0,0
13606075-1-puel1244,13606075-1,puel1244,7,0,0,0
13606075-1-fare1241,13606075-1,fare1241,7,0,0,0
13606075-1-guro1248,13606075-1,guro1248,7,0,0,0
13606075-1-guru1261,13606075-1,guru1261,6,0,0,0
13606075-1-gbag1258,13606075-1,gbag1258,7,0,0,0
13606075-1-hadz1240,13606075-1,hadz1240,6,0,0,0
13606075-1-haid1248,13606075-1,haid1248,7,0,0,0
13606075-1-halk1245,13606075-1,halk1245,13,0,0,0
13606075-1-hamt1247,13606075-1,hamt1247,7,0,0,0
13606075-1-hara1271,13606075-1,hara1271,7,0,0,0
13606075-1-hata1243,13606075-1,hata1243,7,0,0,0
13606075-1-haus1257,13606075-1,haus1257,7,0,0,0
13606075-1-hdii1240,13606075-1,hdii1240,7,0,0,0
13606075-1-hebr1245,13606075-1,hebr1245,7,0,0,0
13606075-1-hind1269,13606075-1,hind1269,7,0,0,0
13606075-1-hixk1239,13606075-1,hixk1239,7,0,0,0
13606075-1-huam1250,13606075-1,huam1250,7,0,0,0
13606075-1-hopi1249,13606075-1,hopi1249,7,0,0,0
13606075-1-yaga1260,13606075-1,yaga1260,6,0,0,0
13606075-1-hava1248,13606075-1,hava1248,7,0,0,0
13606075-1-huas1256,13606075-1,huas1256,6,0,0,0
13606075-1-sanm1287,13606075-1,sanm1287,6,0,0,0
13606075-1-muru1274,13606075-1,muru1274,6,0,0,0
13606075-1-huli1244,13606075-1,huli1244,2,0,0,0
13606075-1-hung1274,13606075-1,hung1274,7,0,0,0
13606075-1-hunz1247,13606075-1,hunz1247,7,0,0,0
13606075-1-hupd1244,13606075-1,hupd1244,6,0,0,0
13606075-1-iatm1242,13606075-1,iatm1242,7,0,0,0
13606075-1-iauu1242,13606075-1,iauu1242,7,0,0,0
13606075-1-icel1247,13606075-1,icel1247,6,0,0,0
13606075-1-idom1241,13606075-1,idom1241,7,0,0,0
13606075-1-idun1242,13606075-1,idun1242,6,0,0,0
13606075-1-nucl1417,13606075-1,nucl1417,7,0,0,0
13606075-1-iged1239,13606075-1,iged1239,7,0,0,0
13606075-1-izon1238,13606075-1,izon1238,7,0,0,0
13606075-1-ikkk1242,13606075-1,ikkk1242,7,0,0,0
13606075-1-arhu1242,13606075-1,arhu1242,7,0,0,0
13606075-1-imon1245,13606075-1,imon1245,7,0,0,0
13606075-1-suab1238,13606075-1,suab1238,7,0,0,0
13606075-1-indo1316,13606075-1,indo1316,7,0,0,0
13606075-1-riau1236,13606075-1,riau1236,7,0,0,0
13606075-1-gaam1241,13606075-1,gaam1241,7,0,0,0
13606075-1-ingu1240,13606075-1,ingu1240,6,0,0,0
13606075-1-iqui1243,13606075-1,iqui1243,7,0,0,0
13606075-1-iraq1241,13606075-1,iraq1241,7,0,0,0
13606075-1-iris1253,13606075-1,iris1253,7,0,0,0
13606075-1-kris1246,13606075-1,kris1246,6,0,0,0
13606075-1-isir1237,13606075-1,isir1237,7,0,0,0
13606075-1-ital1282,13606075-1,ital1282,7,0,0,0
13606075-1-itel1242,13606075-1,itel1242,7,0,0,0
13606075-1-iton1250,13606075-1,iton1250,7,0,0,0
13606075-1-iwai1244,13606075-1,iwai1244,7,0,0,0
13606075-1-izie1238,13606075-1,izie1238,7,0,0,0
13606075-1-djeo1235,13606075-1,djeo1235,6,0,0,0
13606075-1-jeha1242,13606075-1,jeha1242,7,0,0,0
13606075-1-popt1235,13606075-1,popt1235,7,0,0,0
13606075-1-jama1261,13606075-1,jama1261,6,0,0,0
13606075-1-djam1255,13606075-1,djam1255,7,0,0,0
13606075-1-jams1239,13606075-1,jams1239,7,0,0,0
13606075-1-nucl1643,13606075-1,nucl1643,7,0,0,0
13606075-1-jaqa1244,13606075-1,jaqa1244,7,0,0,0
13606075-1-jara1245,13606075-1,jara1245,7,0,0,0
13606075-1-kara1500,13606075-1,kara1500,7,0,0,0
13606075-1-jebe1250,13606075-1,jebe1250,7,0,0,0
13606075-1-kach1280,13606075-1,kach1280,7,0,0,0
13606075-1-shua1257,13606075-1,shua1257,6,0,0,0
13606075-1-jowu1238,13606075-1,jowu1238,7,0,0,0
13606075-1-juho1239,13606075-1,juho1239,7,0,0,0
13606075-1-kaba1278,13606075-1,kaba1278,6,0,0,0
13606075-1-kaby1243,13606075-1,kaby1243,7,0,0,0
13606075-1-kadi1248,13606075-1,kadi1248,6,0,0,0
13606075-1-kagf1238,13606075-1,kagf1238,7,0,0,0
13606075-1-kago1247,13606075-1,kago1247,6,0,0,0
13606075-1-kain1272,13606075-1,kain1272,7,0,0,0
13606075-1-kaki1249,13606075-1,kaki1249,7,0,0,0
13606075-1-kala1400,13606075-1,kala1400,7,0,0,0
13606075-1-limo1248,13606075-1,limo1248,6,0,0,0
13606075-1-kalk1246,13606075-1,kalk1246,7,0,0,0
13606075-1-kalm1243,13606075-1,kalm1243,7,0,0,0
13606075-1-kama1351,13606075-1,kama1351,6,0,0,0
13606075-1-kamb1299,13606075-1,kamb1299,7,0,0,0
13606075-1-kamo1255,13606075-1,kamo1255,6,0,0,0
13606075-1-kamu1258,13606075-1,kamu1258,7,0,0,0
13606075-1-kamu1260,13606075-1,kamu1260,6,0,0,0
13606075-1-khan1278,13606075-1,khan1278,7,0,0,0
13606075-1-west2635,13606075-1,west2635,6,0,0,0
13606075-1-nucl1305,13606075-1,nucl1305,7,0,0,0
13606075-1-badi1247,13606075-1,badi1247,7,0,0,0
13606075-1-ngka1235,13606075-1,ngka1235,7,0,0,0
13606075-1-cent2050,13606075-1,cent2050,6,0,0,0
13606075-1-pamp1243,13606075-1,pamp1243,6,0,0,0
13606075-1-kara1486,13606075-1,kara1486,6,0,0,0
13606075-1-sgaw1245,13606075-1,sgaw1245,7,0,0,0
13606075-1-kari1311,13606075-1,kari1311,7,0,0,0
13606075-1-kark1258,13606075-1,kark1258,7,0,0,0
13606075-1-karo1305,13606075-1,karo1305,7,0,0,0
13606075-1-karo1304,13606075-1,karo1304,7,0,0,0
13606075-1-kase1253,13606075-1,kase1253,7,0,0,0
13606075-1-kash1277,13606075-1,kash1277,7,0,0,0
13606075-1-suoy1242,13606075-1,suoy1242,7,0,0,0
13606075-1-yong1280,13606075-1,yong1280,6,0,0,0
13606075-1-katl1237,13606075-1,katl1237,7,0,0,0
13606075-1-kaur1271,13606075-1,kaur1271,7,0,0,0
13606075-1-east2342,13606075-1,east2342,7,0,0,0
13606075-1-kaya1319,13606075-1,kaya1319,7,0,0,0
13606075-1-keii1239,13606075-1,keii1239,6,0,0,0
13606075-1-kekc1242,13606075-1,kekc1242,6,0,0,0
13606075-1-qima1242,13606075-1,qima1242,6,0,0,0
13606075-1-keoo1238,13606075-1,keoo1238,7,0,0,0
13606075-1-kera1255,13606075-1,kera1255,7,0,0,0
13606075-1-kett1243,13606075-1,kett1243,7,0,0,0
13606075-1-kewa1250,13606075-1,kewa1250,7,0,0,0
13606075-1-halh1238,13606075-1,halh1238,6,0,0,0
13606075-1-gama1251,13606075-1,gama1251,7,0,0,0
13606075-1-kham1290,13606075-1,kham1290,7,0,0,0
13606075-1-khan1273,13606075-1,khan1273,6,0,0,0
13606075-1-khas1269,13606075-1,khas1269,7,0,0,0
13606075-1-cent1989,13606075-1,cent1989,7,0,0,0
13606075-1-khmu1256,13606075-1,khmu1256,7,0,0,0
13606075-1-nama1264,13606075-1,nama1264,7,0,0,0
13606075-1-kili1267,13606075-1,kili1267,7,0,0,0
13606075-1-kima1246,13606075-1,kima1246,7,0,0,0
13606075-1-kiow1266,13606075-1,kiow1266,7,0,0,0
13606075-1-kari1255,13606075-1,kari1255,7,0,0,0
13606075-1-gilb1244,13606075-1,gilb1244,7,0,0,0
13606075-1-kiri1256,13606075-1,kiri1256,6,0,0,0
13606075-1-kiss1245,13606075-1,kiss1245,7,0,0,0
13606075-1-nort2930,13606075-1,nort2930,7,0,0,0
13606075-1-klam1254,13606075-1,klam1254,6,0,0,0
13606075-1-klao1243,13606075-1,klao1243,7,0,0,0
13606075-1-koas1236,13606075-1,koas1236,7,0,0,0
13606075-1-kobo1249,13606075-1,kobo1249,7,0,0,0
13606075-1-gras1249,13606075-1,gras1249,7,0,0,0
13606075-1-kola1242,13606075-1,kola1242,7,0,0,0
13606075-1-wers1238,13606075-1,wers1238,6,0,0,0
13606075-1-ndei1235,13606075-1,ndei1235,7,0,0,0
13606075-1-komb1272,13606075-1,komb1272,7,0,0,0
13606075-1-komi1268,13606075-1,komi1268,7,0,0,0
13606075-1-komo1258,13606075-1,komo1258,7,0,0,0
13606075-1-koon1244,13606075-1,koon1244,7,0,0,0
13606075-1-kore1280,13606075-1,kore1280,6,0,0,0
13606075-1-kore1283,13606075-1,kore1283,7,0,0,0
13606075-1-kork1243,13606075-1,kork1243,7,0,0,0
13606075-1-koro1298,13606075-1,koro1298,7,0,0,0
13606075-1-kota1263,13606075-1,kota1263,6,0,0,0
13606075-1-koyr1240,13606075-1,koyr1240,7,0,0,0
13606075-1-koyr1242,13606075-1,koyr1242,7,0,0,0
13606075-1-libe1247,13606075-1,libe1247,7,0,0,0
13606075-1-ikpo1238,13606075-1,ikpo1238,6,0,0,0
13606075-1-gbay1288,13606075-1,gbay1288,7,0,0,0
13606075-1-kron1241,13606075-1,kron1241,7,0,0,0
13606075-1-kuma1280,13606075-1,kuma1280,7,0,0,0
13606075-1-bord1248,13606075-1,bord1248,6,0,0,0
13606075-1-kuna1268,13606075-1,kuna1268,7,0,0,0
13606075-1-kuni1267,13606075-1,kuni1267,7,0,0,0
13606075-1-kuot1243,13606075-1,kuot1243,7,0,0,0
13606075-1-nort2641,13606075-1,nort2641,7,0,0,0
13606075-1-kusu1250,13606075-1,kusu1250,7,0,0,0
13606075-1-kute1249,13606075-1,kute1249,7,0,0,0
13606075-1-kwai1243,13606075-1,kwai1243,6,0,0,0
13606075-1-kwak1269,13606075-1,kwak1269,7,0,0,0
13606075-1-kwam1252,13606075-1,kwam1252,7,0,0,0
13606075-1-kwar1239,13606075-1,kwar1239,6,0,0,0
13606075-1-kwaz1243,13606075-1,kwaz1243,7,0,0,0
13606075-1-nucl1595,13606075-1,nucl1595,7,0,0,0
13606075-1-kwom1262,13606075-1,kwom1262,6,0,0,0
13606075-1-nucl1593,13606075-1,nucl1593,7,0,0,0
13606075-1-laal1242,13606075-1,laal1242,7,0,0,0
13606075-1-lach1248,13606075-1,lach1248,7,0,0,0
13606075-1-lada1244,13606075-1,lada1244,6,0,0,0
13606075-1-lafo1243,13606075-1,lafo1243,7,0,0,0
13606075-1-lahu1253,13606075-1,lahu1253,7,0,0,0
13606075-1-haka1240,13606075-1,haka1240,7,0,0,0
13606075-1-lakk1252,13606075-1,lakk1252,7,0,0,0
13606075-1-lako1247,13606075-1,lako1247,7,0,0,0
13606075-1-xish1235,13606075-1,xish1235,7,0,0,0
13606075-1-lang1324,13606075-1,lang1324,7,0,0,0
13606075-1-laoo1244,13606075-1,laoo1244,7,0,0,0
13606075-1-lara1258,13606075-1,lara1258,7,0,0,0
13606075-1-latv1249,13606075-1,latv1249,7,0,0,0
13606075-1-lavu1241,13606075-1,lavu1241,7,0,0,0
13606075-1-lele1276,13606075-1,lele1276,7,0,0,0
13606075-1-lepc1244,13606075-1,lepc1244,6,0,0,0
13606075-1-leti1246,13606075-1,leti1246,6,0,0,0
13606075-1-lezg1247,13606075-1,lezg1247,6,0,0,0
13606075-1-ligb1244,13606075-1,ligb1244,7,0,0,0
13606075-1-nucl1327,13606075-1,nucl1327,6,0,0,0
13606075-1-ling1263,13606075-1,ling1263,7,0,0,0
13606075-1-lisu1250,13606075-1,lisu1250,7,0,0,0
13606075-1-lith1251,13606075-1,lith1251,7,0,0,0
13606075-1-loka1252,13606075-1,loka1252,6,0,0,0
13606075-1-lolo1259,13606075-1,lolo1259,6,0,0,0
13606075-1-lugb1240,13606075-1,lugb1240,7,0,0,0
13606075-1-luis1253,13606075-1,luis1253,6,0,0,0
13606075-1-lund1266,13606075-1,lund1266,7,0,0,0
13606075-1-luok1236,13606075-1,luok1236,7,0,0,0
13606075-1-luva1239,13606075-1,luva1239,7,0,0,0
13606075-1-masa1300,13606075-1,masa1300,6,0,0,0
13606075-1-maba1277,13606075-1,maba1277,7,0,0,0
13606075-1-mace1250,13606075-1,mace1250,7,0,0,0
13606075-1-macu1260,13606075-1,macu1260,7,0,0,0
13606075-1-macu1259,13606075-1,macu1259,6,0,0,0
13606075-1-madi1260,13606075-1,madi1260,7,0,0,0
